aggregated_date,id,protocol_name,category,type,chain_name,total_quantity,total_value_usd
2021-08-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Optimism-vesting,6.329999999999999,20810.886660000007
2021-08-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Ethereum-vesting,6.329999999999998,20810.886660000007
2021-08-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Ronin,6.329999999999999,20810.886660000007
2021-08-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Arbitrum-vesting,6.329999999999999,20810.88666
2021-08-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Optimism,6.329999999999999,20810.886660000007
2021-08-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",vesting,6.329999999999997,20810.886659999996
2021-08-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Polygon,6.329999999999997,20810.886660000007
2021-08-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Binance,6.329999999999999,20810.886659999996
2021-08-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Arbitrum,6.329999999999998,20810.88666
2021-08-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Avalanche-vesting,6.33,20810.886659999996
2021-08-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Avalanche,6.329999999999998,20810.88666
2021-08-01,221,Defi Swap,Dexes,Trading & Exchanges,Ethereum,651.9756599999997,2257538.8901399993
2021-08-01,222,DeFiner,Lending,"Lending, Borrowing & Real World Assets",OKExChain,17.66814,61485.698639999995
2021-08-01,222,DeFiner,Lending,"Lending, Borrowing & Real World Assets",Ethereum,17.66814,61485.69863999998
2021-08-01,222,DeFiner,Lending,"Lending, Borrowing & Real World Assets",Polygon,17.66814,61485.69863999997
2021-08-01,224,Domani Protocol,Indexes,"Infrastructure, Services & Financial Products",Avalanche,0.07068000000000005,247.95738000000006
2021-08-01,224,Domani Protocol,Indexes,"Infrastructure, Services & Financial Products",zkSync Era,0.07068000000000005,247.95737999999994
2021-08-01,224,Domani Protocol,Indexes,"Infrastructure, Services & Financial Products",Ethereum,0.07068000000000005,247.95737999999997
2021-08-01,225,Enzyme Finance,Indexes,"Infrastructure, Services & Financial Products",Ethereum,23266.857599999992,81468651.52853999
2021-08-01,225,Enzyme Finance,Indexes,"Infrastructure, Services & Financial Products",Polygon,23266.857599999992,81468651.52853999
2021-08-01,229,Gnosis Protocol v1,Prediction Market,"Infrastructure, Services & Financial Products",Ethereum,73.19658,253933.61525999996
2021-08-01,230,IDEX,Dexes,Trading & Exchanges,Ethereum,353.8185,1231719.84768
2021-08-01,230,IDEX,Dexes,Trading & Exchanges,Polygon,353.8185,1231719.8476799997
2021-08-01,240,Polygon Bridge & Staking,Chain,"Infrastructure, Services & Financial Products",Polygon,176.8761000000001,631405.1248200001
2021-08-01,241,PowerPool,Indexes,"Infrastructure, Services & Financial Products",Binance,26190.930840000005,90815604.70320003
2021-08-01,241,PowerPool,Indexes,"Infrastructure, Services & Financial Products",Ethereum,26190.93084,90815604.70320004
2021-08-01,266,Set Protocol,Indexes,"Infrastructure, Services & Financial Products",Ethereum,1286991.0382200002,4500275058.771781
2021-08-01,344,ZKSwap,Chain,"Infrastructure, Services & Financial Products",Ethereum,20.36808000000003,63629.38979999999
2021-08-01,355,Gamma,Liquidity manager,Asset Management,staking,768.4899000000001,2716261.38102
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Ethereum,768.4898999999999,2716261.3810199993
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Binance,768.4899000000001,2716261.3810199997
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Celo,768.4899,2716261.38102
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Avalanche,768.4899000000001,2716261.3810199997
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Moonbeam,768.4899000000001,2716261.38102
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Base,768.4899000000003,2716261.381020001
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Linea,768.4899000000003,2716261.3810199993
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Fantom,768.4898999999999,2716261.3810199997
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Optimism,768.4898999999999,2716261.381019999
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Polygon,768.4899,2716261.3810199997
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Arbitrum,768.4899,2716261.38102
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Kava,768.4899000000001,2716261.3810200007
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Polygon zkEVM,768.4899,2716261.3810199997
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Rollux,768.4899000000001,2716261.3810200007
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Ethereum-staking,768.4899000000001,2716261.38102
2021-08-01,355,Gamma,Liquidity manager,Asset Management,op_bnb,768.4898999999999,2716261.3810199993
2021-08-01,355,Gamma,Liquidity manager,Asset Management,Mantle,768.4899000000001,2716261.3810199997
2021-08-01,400,Amun,Indexes,"Infrastructure, Services & Financial Products",Polygon,2291.59794,8001752.161680002
2021-08-01,400,Amun,Indexes,"Infrastructure, Services & Financial Products",Solana,2291.597939999999,8001752.161680002
2021-08-01,400,Amun,Indexes,"Infrastructure, Services & Financial Products",Ethereum,2291.5979399999997,8001752.161680001
2021-08-01,405,Tokenlon,Dexes,Trading & Exchanges,Ethereum-pool2,98.15681999999997,344920.1816399999
2021-08-01,405,Tokenlon,Dexes,Trading & Exchanges,Ethereum-staking,98.15681999999998,344920.1816400001
2021-08-01,405,Tokenlon,Dexes,Trading & Exchanges,staking,98.15681999999998,344920.18164
2021-08-01,405,Tokenlon,Dexes,Trading & Exchanges,Ethereum,98.15681999999997,344920.18163999997
2021-08-01,405,Tokenlon,Dexes,Trading & Exchanges,pool2,98.15682,344920.18163999985
2021-08-01,453,Wild Credit,Lending,"Lending, Borrowing & Real World Assets",borrowed,65804.53223999999,234667118.21765995
2021-08-01,453,Wild Credit,Lending,"Lending, Borrowing & Real World Assets",Ethereum,65804.53224000002,234667118.21765998
2021-08-01,453,Wild Credit,Lending,"Lending, Borrowing & Real World Assets",Ethereum-borrowed,65804.53223999999,234667118.21765995
2021-08-01,466,Vanilla,Derivatives,Trading & Exchanges,Ethereum,158.3625000000001,582657.9750000001
2021-08-01,1838,AAVE V1,Lending,"Lending, Borrowing & Real World Assets",Ethereum,141792.60864,491110712.2036799
2021-08-01,1838,AAVE V1,Lending,"Lending, Borrowing & Real World Assets",borrowed,141792.60864,491110712.2036801
2021-08-01,1838,AAVE V1,Lending,"Lending, Borrowing & Real World Assets",Ethereum-borrowed,141792.60864000002,491110712.2036801
2021-08-01,2198,Uniswap V3,Dexes,Trading & Exchanges,zkSync Era,788681.1948000004,2725640637.4355993
2021-08-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Optimism,788681.1947999999,2725640637.4356
2021-08-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Arbitrum,788681.1948000002,2725640637.4355993
2021-08-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Binance,788681.1948000002,2725640637.4356
2021-08-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Base,788681.1948,2725640637.4356003
2021-08-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Celo,788681.1947999999,2725640637.4355993
2021-08-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Polygon,788681.1948,2725640637.4356003
2021-08-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Ethereum,788681.1947999999,2725640637.435599
2021-08-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Moonbeam,788681.1948000004,2725640637.435599
2021-08-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Avalanche,788681.1948000003,2725640637.4355993
2021-08-01,2611,Balancer V2,Dexes,Trading & Exchanges,Polygon zkEVM,1191806.6859,4119484765.2174597
2021-08-01,2611,Balancer V2,Dexes,Trading & Exchanges,Base,1191806.6858999997,4119484765.2174597
2021-08-01,2611,Balancer V2,Dexes,Trading & Exchanges,Ethereum,1191806.6859000002,4119484765.217458
2021-08-01,2611,Balancer V2,Dexes,Trading & Exchanges,xDai,1191806.6859000002,4119484765.2174582
2021-08-01,2611,Balancer V2,Dexes,Trading & Exchanges,Avalanche,1191806.6859000002,4119484765.2174606
2021-08-01,2611,Balancer V2,Dexes,Trading & Exchanges,Polygon,1191806.6859000004,4119484765.21746
2021-08-01,2611,Balancer V2,Dexes,Trading & Exchanges,Arbitrum,1191806.6859000002,4119484765.21746
2021-09-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Ethereum-staking,8930566.5357,25652340295.359596
2021-09-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Avalanche-borrowed,8930566.5357,25652340295.359608
2021-09-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Ethereum,8930566.535699999,25652340295.359604
2021-09-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Ethereum-borrowed,8930566.5357,25652340295.35961
2021-09-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",staking,8930566.535699997,25652340295.359596
2021-09-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Ethereum-pool2,8930566.5357,25652340295.359604
2021-09-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",pool2,8930566.5357,25652340295.359604
2021-09-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",borrowed,8930566.535699997,25652340295.359596
2021-09-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Polygon-borrowed,8930566.535699997,25652340295.359608
2021-09-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Polygon,8930566.535699999,25652340295.359608
2021-09-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Avalanche,8930566.535699999,25652340295.359604
2021-09-01,114,Compound,Lending,"Lending, Borrowing & Real World Assets",Ethereum-borrowed,60290.04672,169719774.21702
2021-09-01,114,Compound,Lending,"Lending, Borrowing & Real World Assets",borrowed,60290.04671999999,169719774.21702
2021-09-01,114,Compound,Lending,"Lending, Borrowing & Real World Assets",Ethereum,60290.04671999998,169719774.21701998
2021-09-01,116,Balancer V1,Dexes,Trading & Exchanges,Ethereum,175742.84513999996,505764488.93304
2021-09-01,126,Loopring,Dexes,Trading & Exchanges,Ethereum,3478.9072799999967,9884640.578520004
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Binance,4.8243599999999995,13805.780100000004
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Linea,4.8243599999999995,13805.780099999998
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Avalanche,4.8243599999999995,13805.780100000004
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Polygon,4.8243599999999995,13805.7801
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Cronos,4.8243599999999995,13805.780099999998
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Optimism,4.8243599999999995,13805.7801
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Fantom,4.8243599999999995,13805.780100000005
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Aurora,4.8243599999999995,13805.780099999994
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Velas,4.8243599999999995,13805.780100000004
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Scroll,4.8243599999999995,13805.780100000004
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Ethereum,4.8243599999999995,13805.780100000002
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Bittorrent,4.8243599999999995,13805.780099999998
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,zkSync Era,4.8243599999999995,13805.7801
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Arbitrum,4.8243599999999995,13805.780100000004
2021-09-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Oasis,4.8243599999999995,13805.780100000005
2021-09-01,129,xDAI Stake Bridge,Chain,"Infrastructure, Services & Financial Products",Ethereum,800.4924000000004,2273529.3909599995
2021-09-01,151,rhino.fi,Dexes,Trading & Exchanges,Polygon,10036.877399999996,28583402.19798
2021-09-01,151,rhino.fi,Dexes,Trading & Exchanges,Ethereum,10036.877399999996,28583402.19798001
2021-09-01,151,rhino.fi,Dexes,Trading & Exchanges,Arbitrum,10036.877399999996,28583402.197979998
2021-09-01,162,Bancor V2.1,Dexes,Trading & Exchanges,Ethereum,321218.43864,917898255.5183998
2021-09-01,167,PieDAO,Indexes,"Infrastructure, Services & Financial Products",staking,27200.84088000002,79428630.74802
2021-09-01,167,PieDAO,Indexes,"Infrastructure, Services & Financial Products",Ethereum-staking,27200.84088000002,79428630.74802001
2021-09-01,167,PieDAO,Indexes,"Infrastructure, Services & Financial Products",Ethereum,27200.840880000018,79428630.74802001
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",staking,1353.096300000001,4141829.273699999
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",Binance-staking,1353.0963000000006,4141829.2737
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",Ethereum-staking,1353.0962999999997,4141829.2736999993
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",Polygon-pool2,1353.0963000000004,4141829.2736999993
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",Polygon,1353.0963000000002,4141829.273699999
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",Polygon-staking,1353.0963000000006,4141829.273699999
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",Ethereum,1353.0963000000004,4141829.2736999993
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",Binance,1353.0963000000008,4141829.273699999
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",borrowed,1353.0963000000004,4141829.273699999
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",Ethereum-pool2,1353.0963000000004,4141829.2736999993
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",Ethereum-borrowed,1353.0963000000008,4141829.273699999
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",pool2,1353.0963000000006,4141829.273699999
2021-09-01,181,MANTRA DAO,Lending,"Lending, Borrowing & Real World Assets",Binance-pool2,1353.0963000000002,4141829.2736999993
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Optimism,1.3799999999999988,3635.9051999999997
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Arbitrum-vesting,1.3799999999999981,3635.9051999999992
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Polygon-vesting,1.379999999999999,3635.9051999999997
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Binance,1.3799999999999994,3635.9051999999997
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Ronin,1.3799999999999992,3635.9051999999992
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Ethereum-vesting,1.3799999999999992,3635.9051999999997
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Avalanche-vesting,1.3799999999999986,3635.9052000000006
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",vesting,1.3799999999999994,3635.9052000000006
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Polygon,1.3799999999999994,3635.9051999999992
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Avalanche,1.3799999999999988,3635.9052000000006
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Arbitrum,1.379999999999999,3635.905200000001
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Binance-vesting,1.379999999999999,3635.9052
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Optimism-vesting,1.3799999999999986,3635.9052
2021-09-01,199,Sablier V1,Payments,"Infrastructure, Services & Financial Products",Ethereum,1.3799999999999994,3635.9052
2021-09-01,221,Defi Swap,Dexes,Trading & Exchanges,Ethereum,723.8302799999996,2043489.3787200009
2021-09-01,222,DeFiner,Lending,"Lending, Borrowing & Real World Assets",Polygon,17.0982,48582.60101999999
2021-09-01,222,DeFiner,Lending,"Lending, Borrowing & Real World Assets",Ethereum,17.0982,48582.60102
2021-09-01,222,DeFiner,Lending,"Lending, Borrowing & Real World Assets",OKExChain,17.0982,48582.60102000001
2021-09-01,224,Domani Protocol,Indexes,"Infrastructure, Services & Financial Products",zkSync Era,0.06840000000000004,199.34981999999997
2021-09-01,224,Domani Protocol,Indexes,"Infrastructure, Services & Financial Products",Ethereum,0.06840000000000004,199.34982000000002
2021-09-01,224,Domani Protocol,Indexes,"Infrastructure, Services & Financial Products",Avalanche,0.06840000000000004,199.34981999999997
2021-09-01,225,Enzyme Finance,Indexes,"Infrastructure, Services & Financial Products",Ethereum,21812.678999999993,61227519.54528
2021-09-01,225,Enzyme Finance,Indexes,"Infrastructure, Services & Financial Products",Polygon,21812.678999999993,61227519.54528
2021-09-01,229,Gnosis Protocol v1,Prediction Market,"Infrastructure, Services & Financial Products",Ethereum,70.8354,201300.37686
2021-09-01,230,IDEX,Dexes,Trading & Exchanges,Ethereum,342.405,972752.8411200002
2021-09-01,230,IDEX,Dexes,Trading & Exchanges,Polygon,342.405,972752.8411200002
2021-09-01,240,Polygon Bridge & Staking,Chain,"Infrastructure, Services & Financial Products",Polygon,28974.714600000014,74953160.58636001
2021-09-01,241,PowerPool,Indexes,"Infrastructure, Services & Financial Products",Ethereum,27683.89350000001,78961435.51476
2021-09-01,241,PowerPool,Indexes,"Infrastructure, Services & Financial Products",Binance,27683.89350000001,78961435.51476
2021-09-01,266,Set Protocol,Indexes,"Infrastructure, Services & Financial Products",Ethereum,1467782.5223400004,4173711017.0491786
2021-09-01,344,ZKSwap,Chain,"Infrastructure, Services & Financial Products",Ethereum,5.237999999999998,14877.503219999999
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Arbitrum,1626.92862,4629476.44518
2021-09-01,355,Gamma,Liquidity manager,Asset Management,op_bnb,1626.92862,4629476.445179999
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Kava,1626.9286200000001,4629476.44518
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Linea,1626.92862,4629476.445180002
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Polygon,1626.92862,4629476.44518
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Optimism,1626.9286199999995,4629476.44518
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Celo,1626.92862,4629476.44518
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Fantom,1626.92862,4629476.445180002
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Polygon zkEVM,1626.92862,4629476.445180001
2021-09-01,355,Gamma,Liquidity manager,Asset Management,staking,1626.9286200000001,4629476.445180001
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Mantle,1626.9286199999995,4629476.44518
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Avalanche,1626.92862,4629476.44518
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Moonbeam,1626.92862,4629476.445180001
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Base,1626.92862,4629476.445180002
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Rollux,1626.9286199999997,4629476.445180001
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Binance,1626.92862,4629476.445180002
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Ethereum-staking,1626.9286199999997,4629476.44518
2021-09-01,355,Gamma,Liquidity manager,Asset Management,Ethereum,1626.928619999999,4629476.445180002
2021-09-01,400,Amun,Indexes,"Infrastructure, Services & Financial Products",Solana,2436.41172,6902843.172240001
2021-09-01,400,Amun,Indexes,"Infrastructure, Services & Financial Products",Ethereum,2436.4117199999996,6902843.172239999
2021-09-01,400,Amun,Indexes,"Infrastructure, Services & Financial Products",Polygon,2436.41172,6902843.17224
2021-09-01,405,Tokenlon,Dexes,Trading & Exchanges,pool2,80.33903999999998,243831.66029999996
2021-09-01,405,Tokenlon,Dexes,Trading & Exchanges,Ethereum-staking,80.33903999999998,243831.66030000005
2021-09-01,405,Tokenlon,Dexes,Trading & Exchanges,Ethereum-pool2,80.33903999999997,243831.6603
2021-09-01,405,Tokenlon,Dexes,Trading & Exchanges,staking,80.33903999999998,243831.6603
2021-09-01,405,Tokenlon,Dexes,Trading & Exchanges,Ethereum,80.33903999999998,243831.66030000002
2021-09-01,453,Wild Credit,Lending,"Lending, Borrowing & Real World Assets",Ethereum-borrowed,105897.17868000003,299251779.50502
2021-09-01,453,Wild Credit,Lending,"Lending, Borrowing & Real World Assets",Ethereum,105897.17868,299251779.5050199
2021-09-01,453,Wild Credit,Lending,"Lending, Borrowing & Real World Assets",borrowed,105897.17867999998,299251779.50502014
2021-09-01,466,Vanilla,Derivatives,Trading & Exchanges,Ethereum,1036.5006000000008,2807324.9153999994
2021-09-01,1838,AAVE V1,Lending,"Lending, Borrowing & Real World Assets",Ethereum-borrowed,136511.10612,392962881.1287
2021-09-01,1838,AAVE V1,Lending,"Lending, Borrowing & Real World Assets",Ethereum,136511.10612,392962881.1287001
2021-09-01,1838,AAVE V1,Lending,"Lending, Borrowing & Real World Assets",borrowed,136511.10612000004,392962881.1287001
2021-09-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Avalanche,903557.7091799999,2597355063.3903594
2021-09-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Ethereum,903557.7091799999,2597355063.3903604
2021-09-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Moonbeam,903557.70918,2597355063.3903594
2021-09-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Base,903557.7091799997,2597355063.3903594
2021-09-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Polygon,903557.7091800001,2597355063.3903594
2021-09-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Binance,903557.70918,2597355063.39036
2021-09-01,2198,Uniswap V3,Dexes,Trading & Exchanges,zkSync Era,903557.7091800004,2597355063.3903604
2021-09-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Arbitrum,903557.7091799998,2597355063.3903594
2021-09-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Celo,903557.7091800001,2597355063.390359
2021-09-01,2198,Uniswap V3,Dexes,Trading & Exchanges,Optimism,903557.70918,2597355063.39036
2021-09-01,2611,Balancer V2,Dexes,Trading & Exchanges,Polygon zkEVM,1250436.79074,3592524909.63666
2021-09-01,2611,Balancer V2,Dexes,Trading & Exchanges,Arbitrum,1250436.7907399994,3592524909.63666
2021-09-01,2611,Balancer V2,Dexes,Trading & Exchanges,Base,1250436.7907399999,3592524909.636661
2021-09-01,2611,Balancer V2,Dexes,Trading & Exchanges,Polygon,1250436.7907399996,3592524909.63666
2021-09-01,2611,Balancer V2,Dexes,Trading & Exchanges,xDai,1250436.79074,3592524909.63666
2021-09-01,2611,Balancer V2,Dexes,Trading & Exchanges,Avalanche,1250436.79074,3592524909.63666
2021-09-01,2611,Balancer V2,Dexes,Trading & Exchanges,Ethereum,1250436.7907399999,3592524909.6366606
2021-10-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Avalanche-borrowed,9772710.385979999,24339642607.35167
2021-10-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Avalanche,9772710.385980003,24339642607.351665
2021-10-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Ethereum-pool2,9772710.385980006,24339642607.351677
2021-10-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Polygon,9772710.38598,24339642607.35167
2021-10-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Ethereum-staking,9772710.38598,24339642607.351673
2021-10-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Ethereum-borrowed,9772710.385980003,24339642607.35168
2021-10-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Ethereum,9772710.385980003,24339642607.35168
2021-10-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",pool2,9772710.385979999,24339642607.35167
2021-10-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",borrowed,9772710.385979999,24339642607.35167
2021-10-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",Polygon-borrowed,9772710.38598,24339642607.351673
2021-10-01,111,AAVE V2,Lending,"Lending, Borrowing & Real World Assets",staking,9772710.385980006,24339642607.351673
2021-10-01,114,Compound,Lending,"Lending, Borrowing & Real World Assets",borrowed,67386.87917999999,167553484.23258004
2021-10-01,114,Compound,Lending,"Lending, Borrowing & Real World Assets",Ethereum-borrowed,67386.87918,167553484.23258007
2021-10-01,114,Compound,Lending,"Lending, Borrowing & Real World Assets",Ethereum,67386.87918000002,167553484.23258007
2021-10-01,116,Balancer V1,Dexes,Trading & Exchanges,Ethereum,192694.83738000004,479798188.05713975
2021-10-01,126,Loopring,Dexes,Trading & Exchanges,Ethereum,3901.788719999996,9754661.825339997
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Optimism,1.6081199999999998,4040.318939999999
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Ethereum,1.6081199999999998,4040.318939999999
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Velas,1.6081199999999998,4040.318939999999
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Bittorrent,1.6081199999999998,4040.3189399999997
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Polygon,1.6081199999999998,4040.3189399999997
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Avalanche,1.6081199999999998,4040.318939999999
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Cronos,1.6081199999999998,4040.3189399999997
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Binance,1.6081199999999998,4040.3189399999997
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Fantom,1.6081199999999998,4040.3189399999997
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Oasis,1.6081199999999998,4040.318939999999
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Aurora,1.6081199999999998,4040.318939999999
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,zkSync Era,1.6081199999999998,4040.318939999999
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Linea,1.6081199999999998,4040.31894
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Arbitrum,1.6081199999999998,4040.3189399999997
2021-10-01,127,KyberSwap Classic,Dexes,Trading & Exchanges,Scroll,1.6081199999999998,4040.3189399999997
2021-10-01,129,xDAI Stake Bridge,Chain,"Infrastructure, Services & Financial Products",Ethereum,762.19884,1905240.0547800004
2021-10-01,151,rhino.fi,Dexes,Trading & Exchanges,Arbitrum,10088.010659999993,25215159.914219994
2021-10-01,151,rhino.fi,Dexes,Trading & Exchanges,Ethereum,10088.010659999993,25215159.914219998
2021-10-01,151,rhino.fi,Dexes,Trading & Exchanges,Polygon,10088.010659999993,25215159.914219998
2021-10-01,162,Bancor V2.1,Dexes,Trading & Exchanges,Ethereum,348648.28169999993,870629825.8550401
