id,name,chain,category,type,github,twitter,oracles,project_count
1208,OpenLeverage,Ethereum,Dexes,Trading & Exchanges,[OpenLeverageDev],OpenLeverage,,1
3204,Pulse Rate,Pulse,Algo-Stables,Asset Management,[pulserate],PulseRate_,[TWAP],1
1834,Optimus,Icon,Yield,Asset Management,,OptimusDeFi,[Band],1
217,Connext,Ethereum,Cross Chain,Trading & Exchanges,,ConnextNetwork,,1
486,unFederalReserve,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[UnFederalReserve],Unfederalreser1,,1
2150,Ribbon Earn,Ethereum,Options,Trading & Exchanges,,ribbonfinance,,1
2689,Doora Inu,Arbitrum,Yield,Asset Management,,DooraInuWorld,[],1
1163,Trick or Treat Farm,Fantom,Farm,"Infrastructure, Services & Financial Products",,tricktreatfarm,,1
1852,Gardens DAO,xDai,Services,"Infrastructure, Services & Financial Products",,gardensdao,[],1
3261,Reax Assets,Mantle,Synthetics,Asset Management,,ReaxFinance,[Pyth],1
157,88mph,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[88mphapp],88mphapp,[Chainlink],1
2875,PrivCash,Kava,Privacy,Privacy & Security,,PrivCash_,[],1
2600,Symmetry,Solana,Indexes,"Infrastructure, Services & Financial Products",[symmetryinvestments],symmetry_fi,"[Pyth, Switchboard]",1
946,FreeLiquid,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,freeliquidUSDFL,,1
967,Babylon Finance,Ethereum,Indexes,"Infrastructure, Services & Financial Products",[babylon-finance],BabylonFinance,,1
2964,Cozy V2,Optimism,Insurance,"Infrastructure, Services & Financial Products",,cozyfinance,"[Chainlink, UMA]",1
3632,Quillswap,Scroll,Dexes,Trading & Exchanges,,QuillSwap,[],1
1838,AAVE V1,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,AaveAave,[Chainlink],1
144,dYdX,Ethereum,Derivatives,Trading & Exchanges,"[dydxfoundation, dydxprotocol]",dYdX,[Chainlink],1
2115,Flashstake,Ethereum,Yield,Asset Management,[BlockzeroLabs],flashstake,,1
1694,Ravcube Finance,Milkomeda,Algo-Stables,Asset Management,,RavelinFinance,[],1
1707,CLever,Ethereum,Yield,Asset Management,[AladdinDAO],0xC_Lever,[],1
2770,GxyPad,zkSync Era,Dexes,Trading & Exchanges,,gxypad,[],1
412,Thorchain,Thorchain,Dexes,Trading & Exchanges,,THORChain,,1
3088,Defily Dex,Onus,Dexes,Trading & Exchanges,,DefilyFinance,[],1
542,NewDex,Binance,Dexes,Trading & Exchanges,,NewdexOfficial,,1
1534,StrikeX,Binance,Dexes,Trading & Exchanges,,StrikeXofficial,[Chainlink],1
227,CreamSwap,Ethereum,Dexes,Trading & Exchanges,,CreamdotFinance,,1
601,Warp Protocol,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,warpfinance,,1
1018,Gains Network,Polygon,Derivatives,Trading & Exchanges,[GainsNetwork],GainsNetwork_io,,1
1503,Snowyowl,Avalanche,Algo-Stables,Asset Management,,SnowyOwlFinance,[],1
2040,Lif3 Swap,Tombchain,Dexes,Trading & Exchanges,,Official_LIF3,[],1
1869,Omni Protocol,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,,[TWAP],1
3157,Hats.V2,Ethereum,Services,"Infrastructure, Services & Financial Products",,HatsFinance,,1
801,cBridge,Ethereum,Bridge,Trading & Exchanges,[celer-network],CelerNetwork,,1
2985,Vega Protocol,Ethereum,Derivatives,Trading & Exchanges,[vegaprotocol],vegaprotocol,[],1
1631,Onyx Protocol,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[Onyx-Protocol],OnyxProtocol,[Chainlink],1
3032,WINR Protocol,Arbitrum,Prediction Market,"Infrastructure, Services & Financial Products",,WINRProtocol,[Supra Oracles],1
240,Polygon Bridge & Staking,Polygon,Chain,"Infrastructure, Services & Financial Products",,0xPolygon,,1
2195,Gravis Finance,Binance,Dexes,Trading & Exchanges,,GravisFi,[],1
3247,Hatom Lending,Elrond,Lending,"Lending, Borrowing & Real World Assets",,HatomProtocol,[],1
3040,Dexter Exchange,Tezos,Dexes,Trading & Exchanges,,DexterExchange,,1
2623,Chainlink Requests,Ethereum,Oracle,"Infrastructure, Services & Financial Products",,chainlink,[],1
2675,Ramses V1,Arbitrum,Dexes,Trading & Exchanges,,RamsesExchange,[TWAP],1
2334,DefiEdge,Ethereum,Liquidity manager,Asset Management,,DefiEdge,"[Chainlink, TWAP]",1
2394,Messina Bridge,Algorand,Cross Chain,Trading & Exchanges,,MessinaOne,[],1
1197,Sentre,Solana,Dexes,Trading & Exchanges,,SentreProtocol,,1
1807,PinkSale,Binance,Launchpad,"Infrastructure, Services & Financial Products",,pinkecosystem,[],1
1008,Soy Finance,Callisto,Dexes,Trading & Exchanges,,Soy_Finance,,1
1344,FATFIRE DEFI,Fantom,Yield,Asset Management,,DefiFatfire,,1
1519,CryptEx Locker,Binance,Services,"Infrastructure, Services & Financial Products",,ExLocker,[],1
1796,Poly Network,Ethereum,Bridge,Trading & Exchanges,[polynetwork],PolyNetwork2,[],1
1613,Nested,Binance,Services,"Infrastructure, Services & Financial Products",[NestedFi],NestedFi,[],1
1955,Parallel Lending,Parallel,Lending,"Lending, Borrowing & Real World Assets",,ParallelFi,,1
461,Planet Farm,Binance,Yield,Asset Management,,planet_finance,,1
1963,MixSwap Finance,Binance,Farm,"Infrastructure, Services & Financial Products",,MixSwapFinance,[],1
1979,SaucerSwap,Hedera,Dexes,Trading & Exchanges,[saucerswaplabs],SaucerSwapLabs,[],1
112,Harvest Finance,Ethereum,Yield Aggregator,Asset Management,"[harvest-finance, harvestfi]",harvest_finance,,1
3112,Baton,Ethereum,Yield,Asset Management,,BatonFinance,[],1
2684,Arc Swap,Ethereum,Services,"Infrastructure, Services & Financial Products",,DeFi_ARC,[],1
356,Dopple Finance,Binance,Algo-Stables,Asset Management,[DoppleFinance],dopplefi,,1
1177,Whale Loans,Binance,Reserve Currency,Asset Management,,WhaleLoans,[Chainlink],1
595,Convergence,Ethereum,Dexes,Trading & Exchanges,,ConvergenceFin,,1
3128,Vestige,Algorand,Launchpad,"Infrastructure, Services & Financial Products",,vestigefi,[],1
3508,PlantBaseSwap,Base,Dexes,Trading & Exchanges,[plantbaseswap],PlantBaseSwap,[],1
1049,Globiance,XDC,Dexes,Trading & Exchanges,,globiance,,1
202,Saddle Finance,Ethereum,Dexes,Trading & Exchanges,[saddle-finance],saddlefinance,,1
1020,Arkadiko,Stacks,CDP,"Lending, Borrowing & Real World Assets",[arkadiko-dao],ArkadikoFinance,,1
1525,Vector Finance,Avalanche,Yield,Asset Management,[VectorFinance],vector_fi,[],1
3459,DogSwap,Shibarium,Dexes,Trading & Exchanges,,dogswapshib,[],1
2259,Helix,Injective,Dexes,Trading & Exchanges,,HelixApp_,[Pyth],1
1961,Scallop Lend,Solana,Lending,"Lending, Borrowing & Real World Assets",,Scallop_io,"[Switchboard, Pyth]",1
3210,Arcadia Finance,Ethereum,Leveraged Farming,"Lending, Borrowing & Real World Assets",[arcadia-finance],ArcadiaFi,[Chainlink],1
1379,Based V1,Fantom,Algo-Stables,Asset Management,,BasedDEFI,[],1
1708,AstridDAO,Astar,CDP,"Lending, Borrowing & Real World Assets",[AstridDAO],AstridDAO,[DIA],1
2078,Giveth,Ethereum,Yield,Asset Management,[Giveth],Givethio,[],1
474,Canary,Avalanche,Yield Aggregator,Asset Management,[canarydex],CanaryDex,,1
1469,BtnGroup,Secret,Yield,Asset Management,,BtnGroup,[],1
3330,Velocore V2,Linea,Dexes,Trading & Exchanges,,velocorexyz,[],1
2356,El Dorado Exchange,Binance,Derivatives,Trading & Exchanges,,ede_finance,"[Chainlink, Pyth]",1
392,WardenSwap,Binance,Dexes,Trading & Exchanges,[Wardenswap],WardenSwap,,1
868,Saffron Finance,Ethereum,Yield,Asset Management,[saffron-finance],saffronfinance_,,1
193,Unit Protocol,Ethereum,CDP,"Lending, Borrowing & Real World Assets",[unitprotocol],unitprotocol,,1
972,StellarX,Stellar,Dexes,Trading & Exchanges,,stellarxhq,,1
200,Bella Protocol,Ethereum,Yield,Asset Management,[Bella-DeFinTech],BellaProtocol,,1
2909,zkDefi,Polygon zkEVM,Dexes,Trading & Exchanges,,defi_zk,[],1
1323,Poopsicle,Fantom,Yield,Asset Management,,poopsicle_crypt,,1
3318,Nayms,Ethereum,Insurance,"Infrastructure, Services & Financial Products",[nayms],nayms,[],1
1118,Louverture,Avalanche,Yield,Asset Management,,Louverture_fi,,1
841,SWAPP,Cronos,Dexes,Trading & Exchanges,,SwappFi,,1
3354,Synclub Staked BNB,Binance,Liquid Staking,Asset Management,,Helio_Money,[],1
3011,SpiralDao,Ethereum,Yield,Asset Management,,Spiral_DAO,,1
439,The Grand Banks,Binance,Yield,Asset Management,,Grandbanks13,,1
1394,MyMine,Fantom,Yield,Asset Management,,defi_waterfall,[],1
910,Golff Protocol,Ethereum,Yield,Asset Management,[golfffinance],GolffProtocol,,1
1168,Goblin FTM,Fantom,Yield,Asset Management,,GoblinFTM,,1
3098,USDO,Onus,CDP,"Lending, Borrowing & Real World Assets",,USDOcoin,[],1
3626,SpaceFi Scroll,Scroll,Dexes,Trading & Exchanges,,spacefi_io,[],1
3570,marginfi LST,Solana,Liquid Staking,Asset Management,,marginfi,[],1
311,SpiritSwap AMM,Fantom,Dexes,Trading & Exchanges,,Spirit_Swap,,1
934,InvictusDAO,Solana,Reserve Currency,Asset Management,,InvictusDAO,,1
475,Yield Yak Aggregator,Avalanche,Yield Aggregator,Asset Management,,yieldyak_,[RedStone],1
3113,Okcoin,Ethereum,CEX,Trading & Exchanges,,Okcoin,[],1
1566,Anedak,Kadena,Dexes,Trading & Exchanges,,,[],1
896,KwikSwap,Ethereum,Dexes,Trading & Exchanges,[kwikswap],kwikswapdex,,1
758,Spartacus,Fantom,Reserve Currency,Asset Management,[spartacus-finance],Spartacus_Fi,,1
158,Dracula,Ethereum,Yield Aggregator,Asset Management,[Dracula-Protocol],DraculaProtocol,,1
398,ApeSwap AMM,Binance,Dexes,Trading & Exchanges,,ape_swap,,1
1250,Llama Airforce,Ethereum,Yield,Asset Management,,0xAlunara,,1
2136,Fliperino,EthereumPoW,Prediction Market,"Infrastructure, Services & Financial Products",,Fliperino2,[],1
2134,Lemma,Optimism,Derivatives,Trading & Exchanges,[lemma-finance],Lemma_Labs,[],1
1705,PinkPea Finance,Aurora,Yield Aggregator,Asset Management,,PinkPeaFinance,[Chainlink],1
3071,QuipuSwap V3,Tezos,Dexes,Trading & Exchanges,,QuipuSwap,,1
665,Multi-Chain Miner,Binance,Yield,Asset Management,,multichainminer,,1
3006,Intercroneswap,Tron,Dexes,Trading & Exchanges,,IntercroneWorld,,1
586,Tidal Finance,Polygon,Insurance,"Infrastructure, Services & Financial Products",[TidalFinance],tidaldefi,,1
2927,ZooDAO,Moonbeam,Yield,Asset Management,[ZooDAO-Project],ZooDAO,[],1
2640,Ruby.Exchange Stable,Europa,Dexes,Trading & Exchanges,,ruby_exchange,[],1
676,Phoenix Finance,Polygon,Options,Trading & Exchanges,[Phoenix-Finance],Phoenix__PHX,[Chainlink],1
479,Shiba Fantom,Fantom,Dexes,Trading & Exchanges,,ShibaFantom,,1
3639,RoseonX,Arbitrum,Derivatives,Trading & Exchanges,,RoseonExchange,[Chainlink],1
3472,ShibFi,Shibarium,Farm,"Infrastructure, Services & Financial Products",,shibfi,[],1
1913,TrustSwap,Ethereum,Services,"Infrastructure, Services & Financial Products",,TrustSwap,[],1
224,Domani Protocol,Ethereum,Indexes,"Infrastructure, Services & Financial Products",,DomaniProtocol,,1
1221,Argano,Polygon,Synthetics,Asset Management,,argano_io,"[Chainlink, TWAP]",1
3335,SpartaDex,Arbitrum,Dexes,Trading & Exchanges,,Spartadex_io,[],1
2484,Djed Stablecoin,Cardano,Decentralized Stablecoin,Asset Management,,DjedAlliance,,1
1535,Cubo,Polygon,Yield,Asset Management,,cubo_money,[],1
757,Brahma,Ethereum,Yield,Asset Management,[Brahma-fi],BrahmaFi,[Coingecko],1
1621,Astar Exchange V2,Astar,Dexes,Trading & Exchanges,,AstarExchange,[],1
527,KSwap Finance,OKExChain,Dexes,Trading & Exchanges,[kswap-finance],kswap_finance,[],1
2247,Animal Farm V2,Binance,Yield,Asset Management,,DRIPcommunity,[],1
3611,Friendzy,Solana,SoFi,Others,,Friendzygg_,,1
2235,gALGO Liquid Governance,Algorand,Liquid Staking,Asset Management,,FolksFinance,[],1
2949,CRETH2,Ethereum,Liquid Staking,Asset Management,,CreamdotFinance,[],1
1403,Scranton Finance,Fantom,Yield,Asset Management,,Scranton_Fi,,1
1763,Know-To-Earn,IoTeX,Services,"Infrastructure, Services & Financial Products",,know83046157,[],1
1200,Tenet,Ethereum,Yield,Asset Management,,TenetFarm,,1
1917,Sudoswap V1,Ethereum,NFT Marketplace,Trading & Exchanges,,sudoswap,[],1
645,LatteSwap,Binance,Dexes,Trading & Exchanges,[latteswap-official],latteswapOG,,1
675,Dark Matter,Fantom,Farm,"Infrastructure, Services & Financial Products",,darkmatterdefi,,1
3262,Zilch Capital,zkSync Era,Dexes,Trading & Exchanges,,zilch_capital,[],1
3449,ParaSpace APE Staking V2,Ethereum,Yield,Asset Management,,ParaSpace_NFT,[],1
300,BondAppetit,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[bondappetit],DeFiBonds,,1
2704,Sakai Vault,Binance,Derivatives,Trading & Exchanges,,SakaiVault,[],1
923,LeonicornSwap,Binance,Dexes,Trading & Exchanges,[Leonicornswap],swapleonicorn,,1
2551,Ashswap,Elrond,Dexes,Trading & Exchanges,[ashswap],ash_swap,[],1
1805,Mole,Avalanche,Yield,Asset Management,[Mole-Fi],moledefi,[Chainlink],1
3413,FourDex,Op_Bnb,Dexes,Trading & Exchanges,,FourDexonBNB,[],1
187,Unagii,Ethereum,Yield,Asset Management,,unagiidotcom,,1
3510,Abachi,Ethereum,Services,"Infrastructure, Services & Financial Products",[abachi-io],Abachi_io,[Chainlink],1
2265,Bank of Chain,Ethereum,Yield Aggregator,Asset Management,[Bank-Of-Chain],bankofchain_dao,[Chainlink],1
692,HurricaneSwap,Avalanche,Dexes,Trading & Exchanges,[HurricaneSwap],HurricaneSwap,,1
2900,Wasabi,Ethereum,Options,Trading & Exchanges,,wasabi_protocol,[],1
2511,Hawksight,Solana,Yield Aggregator,Asset Management,,HawksightCo,[],1
3446,Alien Base StableSwap,Base,Dexes,Trading & Exchanges,,AlienBaseDEX,[],1
2479,DeltaPrime,Avalanche,Leveraged Farming,"Lending, Borrowing & Real World Assets",,DeltaPrimeDefi,[RedStone],1
536,Larix,Solana,Lending,"Lending, Borrowing & Real World Assets",,ProjectLarix,[Pyth],1
1196,Chikn Farm,Avalanche,Services,"Infrastructure, Services & Financial Products",,chikn_nft,,1
1517,Domination Finance,Ethereum,Synthetics,Asset Management,,dominationfi,[UMA],1
615,BNBMiner Finance,Binance,Services,"Infrastructure, Services & Financial Products",,Da_Developer,,1
3328,SwapBased AMM,Base,Dexes,Trading & Exchanges,,swap_based,[],1
1817,Jupiter Swap,Kava,Dexes,Trading & Exchanges,,jupiter_swap,[],1
1280,Tornado Finance,Ethereum,Yield,Asset Management,,tornadofinance,,1
1673,Hydradex V2,Hydra,Dexes,Trading & Exchanges,,hydra_chain,[],1
2613,Mellow Protocol,Ethereum,Yield Aggregator,Asset Management,[mellow-finance],mellowprotocol,[Chainlink],1
3603,sDAI,xDai,CDP,"Lending, Borrowing & Real World Assets",,,[],1
2415,OKC Liquid Staking,OKExChain,Liquid Staking,Asset Management,,OKCNetwork,[],1
2562,Defi Master,Arbitrum,Yield,Asset Management,,DefiFarmMaster,[],1
816,xSigma,Ethereum,Dexes,Trading & Exchanges,[xSigmaLabs],xSigma5,,1
1131,Cyber Dog,Cronos,Yield,Asset Management,,cyberdogdefi,,1
1410,Cropper,Solana,Dexes,Trading & Exchanges,,CropperFinance,[],1
3323,NAVI Protocol,Sui,Lending,"Lending, Borrowing & Real World Assets",[naviprotocol],navi_protocol,[Pyth],1
2374,Contango V1,Ethereum,Derivatives,Trading & Exchanges,,Contango_xyz,[],1
882,LumenSwap,Stellar,Dexes,Trading & Exchanges,[lumenswap],lumenswap,,1
3660,Sanctuary,Scroll,Dexes,Trading & Exchanges,,Sanctuary_ZKP,[],1
726,Solo Top,Binance,Yield,Asset Management,,solo_top,[Chainlink],1
2032,UltronSwap,Ultron,Dexes,Trading & Exchanges,,ultron_found,[],1
3216,bemo,TON,Liquid Staking,Asset Management,,bemo_finance,[],1
956,Swarm Markets,Ethereum,Dexes,Trading & Exchanges,[SwarmMarkets],SwarmMarkets,,1
168,Dev Protocol,Ethereum,Yield,Asset Management,[dev-protocol],devprtcl,,1
1081,BabyPig Finance,Fantom,Yield,Asset Management,,BabypigCash,,1
1540,Polar Bear Finance,Avalanche,Algo-Stables,Asset Management,,polarbearfi,[],1
662,Artemis Protocol,Harmony,Yield,Asset Management,,ArtemisProtoco1,,1
2717,Dexioprotocol,Polygon,Gaming,"Infrastructure, Services & Financial Products",,dexioprotocol,[],1
229,Gnosis Protocol v1,Ethereum,Prediction Market,"Infrastructure, Services & Financial Products",,gnosisPM,,1
1791,Popcorn,Ethereum,Yield,Asset Management,[popcorndao],Popcorn_DAO,[],1
2868,zkFox,zkSync Era,Leveraged Farming,"Lending, Borrowing & Real World Assets",,zk_zkfox,[],1
3349,EchoDEX V3,Linea,Dexes,Trading & Exchanges,,Echo_DEX,[],1
1793,Bwatch,Mixin,Indexes,"Infrastructure, Services & Financial Products",,,[],1
2896,PheasantSwap,ENULS,Dexes,Trading & Exchanges,,PheasantSwap,[],1
739,Aldrin,Solana,Dexes,Trading & Exchanges,,Aldrin_Exchange,,1
1103,SnowCatDAO,Avalanche,Reserve Currency,Asset Management,,DaoSnowCat,,1
1012,Pumpkin DAO,Fantom,Reserve Currency,Asset Management,,pumpkindao_com,,1
1922,Radiant V1,Arbitrum,Lending,"Lending, Borrowing & Real World Assets",,RDNTCapital,[Chainlink],1
218,cVault Finance,Ethereum,Yield,Asset Management,,CORE_Vault,,1
2811,Forge SX Ovens,Arbitrum,Synthetics,Asset Management,,forge_sx,"[Chainlink, Pyth]",1
1485,WhaleEx,EOS,Dexes,Trading & Exchanges,,WhaleExchange,[],1
1091,ZodiacDAO,Binance,Reserve Currency,Asset Management,,ZodiacDAO_BEP20,,1
1070,Nacho Finance,Polygon,Yield,Asset Management,,nacho_finance,,1
244,WePiggy,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[WePiggy],wepiggydotcom,[Chainlink],1
2705,WEMIX.FI Lend,WEMIX,Lending,"Lending, Borrowing & Real World Assets",,WemixNetwork,[],1
189,1inch Network,Ethereum,Dexes,Trading & Exchanges,[1inch],1inchNetwork,[Chainlink],1
1283,Bent Finance,Ethereum,Yield,Asset Management,,BENT_Finance,,1
3627,Tomo,Linea,SoFi,Others,,tomo_social,[],1
1206,WagmiDAO,Harmony,Reserve Currency,Asset Management,,WagmiDAO_,,1
1892,Azuro,xDai,Prediction Market,"Infrastructure, Services & Financial Products",[Azuro-protocol],azuroprotocol,[Chainlink],1
2938,LuxsFi,Polygon,Yield Aggregator,Asset Management,,luxs_fi,[],1
1073,Kitty Finance,Avalanche,Algo-Stables,Asset Management,,KittyAVAX,,1
628,Float,Polygon,Derivatives,Trading & Exchanges,[Float-Capital],float_shipping,"[Chainlink, RedStone]",1
1545,Steroids,Ethereum,Yield,Asset Management,,SteroidsFinance,[],1
2760,Maia V3,Metis,Dexes,Trading & Exchanges,,MaiaDAOEco,[],1
1696,Cronus Finance,Evmos,Dexes,Trading & Exchanges,,CronusFinance,[],1
3490,Basic Attention,Ethereum,Services,"Infrastructure, Services & Financial Products",,AttentionToken,[],1
981,Kafe Finance,Moonriver,Yield,Asset Management,,kafefinance,,1
2326,KPerp Exchange,Kava,Derivatives,Trading & Exchanges,,KPerpExchange,"[TWAP, Witnet]",1
724,handle.fi,Arbitrum,CDP,"Lending, Borrowing & Real World Assets",,handle_fi,[Chainlink],1
2439,CALC,Kujira,Services,"Infrastructure, Services & Financial Products",[calculated-finance],CALC_Finance,[],1
3376,Aark Digital,Arbitrum,Derivatives,Trading & Exchanges,,Aark_Digital,[],1
2902,DAMX,Fantom,Derivatives,Trading & Exchanges,,DmxDao,[Chainlink],1
3357,AntiHero Finance,Arbitrum,Lending,"Lending, Borrowing & Real World Assets",,AntiHeroFinance,[Chainlink],1
1510,MiniVerse Finance,Fantom,Algo-Stables,Asset Management,,miniverse_fin,[],1
1243,StackSwap,Stacks,Dexes,Trading & Exchanges,[stackswap],Stackswap_BTC,,1
1319,Moneyrain Finance,Fantom,Yield,Asset Management,,defi_waterfall,,1
2588,Bisq,Bitcoin,Dexes,Trading & Exchanges,[bisq-network],bisq_network,[],1
3477,Alternity,Ethereum,CDP,"Lending, Borrowing & Real World Assets",[0xAlternity],0xAlternity,[Chainlink],1
2864,THENA FUSION,Binance,Dexes,Trading & Exchanges,,ThenaFi_,[],1
2059,Goat Swap,Solana,Dexes,Trading & Exchanges,,goatswapxyz,[],1
3584,Phiat Protocol,Pulse,Lending,"Lending, Borrowing & Real World Assets",,phiatcrypto,[TWAP],1
3307,Lodestar V1,Arbitrum,Lending,"Lending, Borrowing & Real World Assets",,LodestarFinance,[Chainlink],1
182,Lido,Ethereum,Liquid Staking,Asset Management,[lidofinance],LidoFinance,,1
1703,Yumiswap,Astar,Dexes,Trading & Exchanges,,yumiswap,[],1
2808,Whitehole Finance,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,WhiteholeFi,[Chainlink],1
2225,AtoDEX,Aptos,Dexes,Trading & Exchanges,,AtodexOfficial,[],1
572,Cyclone,Ethereum,Yield,Asset Management,[cycloneprotocol],cycloneprotocol,,1
2381,Genius Yield,Cardano,Dexes,Trading & Exchanges,[geniusyield],GeniusyieldO,[],1
1851,InsureDAO,Ethereum,Insurance,"Infrastructure, Services & Financial Products",[InsureDAO],insuredao,[],1
2633,AnyHedge,Bitcoincash,Derivatives,Trading & Exchanges,,AnyHedge,[Oracles.Cash],1
155,Rook,Ethereum,Dexes,Trading & Exchanges,[keeperdao],rook,,1
1165,Swing DAO,Avalanche,Reserve Currency,Asset Management,,SwingDAOO,,1
3391,Liquid Collective,Ethereum,Liquid Staking,Asset Management,,liquid_col,[Internal],1
3359,Phoenix Ergo,Ergo,Farm,"Infrastructure, Services & Financial Products",[PhoenixErgo],PhoenixErgo,[],1
2443,USK,Kujira,CDP,"Lending, Borrowing & Real World Assets",,TeamKujira,[],1
2477,BonqDAO,Polygon,Lending,"Lending, Borrowing & Real World Assets",,BonqDAO,[],1
3315,CrescentSwap,Arbitrum,Dexes,Trading & Exchanges,,CrescentSwap,[],1
753,RealT Tokens,xDai,RWA,"Lending, Borrowing & Real World Assets",,RealTPlatform,,1
958,Ester Finance,Fantom,Yield,Asset Management,[esterfinance],EsterFinance,,1
348,FilDA,Heco,Lending,"Lending, Borrowing & Real World Assets",[fildaio],FilDAFinance,[Chainlink],1
836,CronaSwap,Cronos,Dexes,Trading & Exchanges,,cronaswap,,1
362,Perpetual Protocol,xDai,Derivatives,Trading & Exchanges,[perpetual-protocol],perpprotocol,[Chainlink],1
2085,BakedPotatoes,Dogechain,Yield,Asset Management,,BakedPotatoDoge,[],1
2564,OraiDEX,Orai,Dexes,Trading & Exchanges,,oraidex,[],1
3299,FCON DEX,Mantle,Dexes,Trading & Exchanges,,,[],1
1811,Spice Trade,Ethereum,Algo-Stables,Asset Management,,spicetradeai,[],1
2526,Droplit Protocol,Binance,Algo-Stables,Asset Management,,droplitdrip,[TWAP],1
3179,GoGoPool,Avalanche,Liquid Staking,Asset Management,,GoGoPool_,[],1
2603,AlienFi,Arbitrum,Dexes,Trading & Exchanges,,alienficoin,[],1
1022,Hermes Defi,Polygon,Yield,Asset Management,,hermesdefi,,1
2944,Ajira Pay Finance,Arbitrum,Payments,"Infrastructure, Services & Financial Products",,ajiraPayDefi,[],1
1343,Devil Finance,Fantom,Yield,Asset Management,,DevilFinance_io,,1
1441,Peel Defi,Binance,Algo-Stables,Asset Management,,PeelDefi,[],1
1092,AfraSwap,Binance,Dexes,Trading & Exchanges,,afraswap,,1
388,NowSwap,Ethereum,Dexes,Trading & Exchanges,,nowswap_org,,1
3212,Tribe3,Arbitrum,Derivatives,Trading & Exchanges,,Tribe3Official,[Internal],1
1719,ADAO,Astar,Yield,Asset Management,,ADAO_Official,[],1
693,Superfluid,Polygon,Payments,"Infrastructure, Services & Financial Products",[superfluid-finance],Superfluid_HQ,,1
2585,Zharta,Ethereum,NFT Lending,"Lending, Borrowing & Real World Assets",[Zharta],ZhartaFinance,[Chainlink],1
936,Manifest,Ethereum,Services,"Infrastructure, Services & Financial Products",,manifest,,1
2212,sTLOS Liquid Staking,Telos,Liquid Staking,Asset Management,,HelloTelos,[],1
1448,White Whale Vaults,Terra,Yield,Asset Management,,WhiteWhaleDefi,[],1
886,Position Exchange,Binance,Dexes,Trading & Exchanges,[PositionExchange],PositionEx,,1
1400,Lizard,Oasis,Dexes,Trading & Exchanges,[Lizard-Exchange],LizardExchange,[],1
2237,Axelar,Ethereum,Bridge,Trading & Exchanges,[axelarnetwork],axelarcore,[],1
1435,Cemetery Finance,Fantom,Farm,"Infrastructure, Services & Financial Products",,cemeteryfinance,[],1
1364,Narwhalswap,Binance,Dexes,Trading & Exchanges,[narwhalswap],narwhalswap,,1
472,Avalaunch,Avalanche,Dexes,Trading & Exchanges,[avalaunch-app],AvalaunchApp,,1
2714,BoneSwap Bonerium,Bone,Dexes,Trading & Exchanges,,Bonerscan,[],1
1905,Bitgert,Binance,Yield,Asset Management,[Bitgert],bitgertbrise,[],1
3658,Sociogram,Arbitrum,SoFi,Others,[SociogramSoFi],SociogramSocFi,[],1
893,RetroDefi,Binance,Yield,Asset Management,[RetroDefi],retrodefi,,1
965,MoonDao,Moonriver,Reserve Currency,Asset Management,,Moon__Dao,,1
566,MacaronSwap,Binance,Dexes,Trading & Exchanges,[macaronswap],macaronswap,,1
1368,AstroSwap,Velas,Dexes,Trading & Exchanges,,AstroSwapApp,,1
448,Balanced,Icon,Dexes,Trading & Exchanges,[balancednetwork],BalancedDAO,[Band],1
2793,zkMoonSwap,Polygon zkEVM,Dexes,Trading & Exchanges,,ZKMoonSwap,[],1
3177,White Whale Dex,Terra2,Dexes,Trading & Exchanges,,WhiteWhaleDefi,[],1
1085,Thetanuts Finance,Ethereum,Options Vault,Trading & Exchanges,,ThetanutsFi,[Chainlink],1
274,Olive Cash,Avalanche,Yield,Asset Management,[olive-cash],OliveCashBsc,,1
2470,Bitindi Dex,Bitindi,Dexes,Trading & Exchanges,[bitindi],bitindichain,[],1
2441,Black Whale,Kujira,Yield,Asset Management,,BlackWhaleDeFi,[],1
2036,SSAP,Oasis,Lending,"Lending, Borrowing & Real World Assets",,SSAP_Finance,[Band],1
1057,Linear Finance,Binance,Derivatives,Trading & Exchanges,[Linear-finance],LinearFinance,[Chainlink],1
235,PEAKDEFI,Ethereum,Services,"Infrastructure, Services & Financial Products",[PeakDeFi],PEAKDEFI,,1
2138,FX Swap,FunctionX,Dexes,Trading & Exchanges,,FUNCTIONX_IO,[],1
2999,Ethos Reserve,Optimism,CDP,"Lending, Borrowing & Real World Assets",,EthosReserve,[],1
465,Lixir Finance,Ethereum,Liquidity manager,Asset Management,,lixirfinance,,1
672,Fegex,Ethereum,Services,"Infrastructure, Services & Financial Products",,FEGtoken,,1
1187,Galatea Cash,Cronos,Algo-Stables,Asset Management,,GalateaCash,,1
658,Only1,Solana,NFT Marketplace,Trading & Exchanges,,only1nft,,1
1116,VultureSwap,Cronos,Dexes,Trading & Exchanges,,VultureSwap,,1
