id,name,chain,category,type,github,twitter,oracles,project_count
2378,stake.link liquid,Ethereum,Liquid Staking,Asset Management,,stakedotlink,[],1
1564,Philetairus Socius,Fantom,Dexes,Trading & Exchanges,,philetairus,[],1
3273,Sharelock,zkSync Era,Dexes,Trading & Exchanges,,sharelockwin,[],1
2576,Goledo,Conflux,Lending,"Lending, Borrowing & Real World Assets",,GoledoFinance,[Witnet],1
495,HFIone,Heco,Yield,Asset Management,,fi_heco,,1
2567,Timeswap V2,Polygon,Lending,"Lending, Borrowing & Real World Assets",,TimeswapLabs,[],1
917,Pacoca,Binance,Yield,Asset Management,[Pacoca-io],pacoca_io,,1
2681,Kava Football Club,Kava,Prediction Market,"Infrastructure, Services & Financial Products",,KavaFCBet,[],1
2371,RAIDSHIFT Marketplace,Tron,Dexes,Trading & Exchanges,,raidshift,[],1
3101,Athena Finance,Metis,Yield,Asset Management,,Athena_DeFi_,[],1
695,Dinosaur Eggs,Binance,Dexes,Trading & Exchanges,[Dinosaur-eggs],dsgmetaverse,,1
959,Alpaca City,Ethereum,Yield,Asset Management,[AlpacaCity],CityAlpaca,,1
1217,Parallel Liquid Crowdloan,Parallel,Liquid Staking,Asset Management,,ParallelFi,,1
562,Crystl Finance,Polygon,Yield,Asset Management,,CrystlFinance,[],1
340,Olympus DAO,Ethereum,Reserve Currency,Asset Management,[OlympusDAO],OlympusDAO,,1
2891,MetaID,Kava,Staking Pool,"Infrastructure, Services & Financial Products",,,[],1
3592,Promethium,Arbitrum,Lending,"Lending, Borrowing & Real World Assets",[Spectrum-Dev-Team],promethiumpro,[],1
2498,Umee,Umee,Lending,"Lending, Borrowing & Real World Assets",[umee-network],Umee_CrossChain,[Ojo Oracle],1
3498,Liquis,Ethereum,Yield,Asset Management,,Liquisfi,[],1
378,MakiSwap,Heco,Dexes,Trading & Exchanges,[MakiSwap-Protocol],MakiSwap,[Chainlink],1
1036,BTCST,Binance,Yield,Asset Management,,BTCST2020,,1
3575,Scale,Base,Dexes,Trading & Exchanges,,Equalizer0x,[],1
3546,CoinEx,Ethereum,CEX,Trading & Exchanges,,coinexcom,[],1
3478,Astarter AMM,Cardano,Dexes,Trading & Exchanges,,AstarterDefiHub,[],1
626,Reserve,Ethereum,Indexes,"Infrastructure, Services & Financial Products",[reserve-protocol],reserveprotocol,,1
1339,API3,Ethereum,Oracle,"Infrastructure, Services & Financial Products",[api3dao],API3DAO,,1
3290,Jadeswap,Mantle,Dexes,Trading & Exchanges,,JadeSwapFi,[],1
3208,UNCX Network V3,Ethereum,Launchpad,"Infrastructure, Services & Financial Products",,UNCX_token,[],1
657,Synapse,Ethereum,Cross Chain,Trading & Exchanges,[synapsecns],SynapseProtocol,,1
1634,Solace,Polygon,Insurance,"Infrastructure, Services & Financial Products",[solace-fi],SolaceFi,[],1
3027,Alpaca Finance 2.0,Binance,Lending,"Lending, Borrowing & Real World Assets",,AlpacaFinance,[],1
2149,Based Next Generation,Fantom,Yield,Asset Management,,BasedDEFI,[Chainlink],1
1337,ViveLaBouje,Fantom,Yield,Asset Management,,BoujeFinance,,1
386,PolyQuity,Polygon,CDP,"Lending, Borrowing & Real World Assets",[PolyQuity],polyquity_org,,1
2422,Tonic,Near,Dexes,Trading & Exchanges,[tonic-foundation],tonicdex,[],1
2538,Parcl,Solana,Synthetics,Asset Management,,Parcl,[Pyth],1
119,SushiSwap,Ethereum,Dexes,Trading & Exchanges,,SushiSwap,[],1
2284,WOOFi Earn,Binance,Yield,Asset Management,,_WOOFi,[],1
2627,Cat in a Box,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,catinaboxfi,[],1
742,Furucombo,Polygon,Yield,Asset Management,[dinngodev],furucombo,,1
640,KingDefi,Binance,Yield,Asset Management,[KingDeFi-Solidity],KingDefi2,,1
3341,Chronos V2,Arbitrum,Dexes,Trading & Exchanges,,ChronosFi_,[],1
1989,Mycelium Perpetual Swaps,Arbitrum,Derivatives,Trading & Exchanges,,mycelium_xyz,[Chainlink],1
3252,ReHold V2,Binance,Yield,Asset Management,,rehold_io,[],1
3418,Meowl,Ethereum,Services,"Infrastructure, Services & Financial Products",[meowlxyz],meowlxyz,[],1
2799,Monopoly Finance,Arbitrum,Farm,"Infrastructure, Services & Financial Products",,Monopoly_Fi,[],1
1920,OrderNChaos,Avalanche,Algo-Stables,Asset Management,,ordernchaos_fi,[],1
1573,ViteX,Vite,Dexes,Trading & Exchanges,,ViteXExchange,[],1
1146,CyberFantasyFembots,Polygon,Yield,Asset Management,,FantasyFembots,,1
2483,Perennial V1,Ethereum,Derivatives,Trading & Exchanges,,perenniallabs,[Chainlink],1
408,JetFuel Finance,Binance,Yield,Asset Management,[jetfuelfinance],Jetfuelfinance,,1
2286,Bybit,Bitcoin,CEX,Trading & Exchanges,,Bybit_Official,[],1
2644,Maverick Protocol,Ethereum,Dexes,Trading & Exchanges,,mavprotocol,[],1
2923,TProtocol V1,Ethereum,RWA,"Lending, Borrowing & Real World Assets",,TProtocol_,[],1
3302,Velodrome V2,Optimism,Dexes,Trading & Exchanges,,VelodromeFi,[],1
664,OakFarm,OKExChain,Yield,Asset Management,,OakFarm_io,,1
804,Gyro,Binance,Reserve Currency,Asset Management,[gyro-defi],GyroDAO,,1
1978,Bourbon Defi,Dogechain,Dexes,Trading & Exchanges,,FinanceBourbon,[],1
1466,ALEX,Stacks,Dexes,Trading & Exchanges,[alexgo-io],@ALEXLabBTC,[],1
879,DeerFi,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,deerfi_com,,1
1609,MetalX Swap,Proton,Dexes,Trading & Exchanges,,MetalXApp,[],1
1417,GemMine,Fantom,Yield,Asset Management,,defi_waterfall,[],1
1147,Emerald Swap,Binance,Yield,Asset Management,,SwapEmerald,,1
2637,Sector Finance,Optimism,Yield,Asset Management,,sector_fi,[],1
2092,Pirex,Ethereum,Yield,Asset Management,,redactedcartel,[],1
2299,EMDX,Avalanche,Derivatives,Trading & Exchanges,[emdx-dex],emdx_io,,1
3621,Contrax Finance,Arbitrum,Yield,Asset Management,[Contrax-co],Contrax_Finance,[],1
2112,Stake.ly,Klaytn,Liquid Staking,Asset Management,,stake_ly,[],1
3559,Armada,Solana,Liquidity manager,Asset Management,,ArmadaFi,[],1
1074,AutoShark,Binance,Dexes,Trading & Exchanges,[autoshark-finance],AutoSharkFin,,1
2037,SpiritSwap Lending,Fantom,Lending,"Lending, Borrowing & Real World Assets",,Spirit_Swap,[Internal],1
1523,KLAYstation,Klaytn,Liquid Staking,Asset Management,,Orbit_Chain,[],1
2079,Inuswap,Dogechain,Dexes,Trading & Exchanges,,inuswapfi,[],1
3390,CookieBase Farm,Base,Farm,"Infrastructure, Services & Financial Products",,base_cookie,[],1
1539,CityCoins,Stacks,Yield,Asset Management,[citycoins],mineCityCoins,[],1
2480,AlgoBlocks,Binance,Services,"Infrastructure, Services & Financial Products",,Algoblockstrade,[],1
1098,Templar DAO,Binance,Reserve Currency,Asset Management,[TemplarDAO],TemplarDAO,,1
1428,StarCrazy,IoTeX,Gaming,"Infrastructure, Services & Financial Products",[GameFantasyDev],StarCrazyGame,[],1
1547,Jumbo Exchange,Near,Dexes,Trading & Exchanges,,jumbo_exchange,[],1
2713,pxswap,Kava,NFT Marketplace,Trading & Exchanges,,pxswap_xyz,[],1
3437,PySwap,Op_Bnb,Dexes,Trading & Exchanges,,pyswap,[],1
1659,Sirius Finance,Astar,Dexes,Trading & Exchanges,[SiriusFinance],Sirius_Finance,[],1
1765,UNCX Network V2,Ethereum,Launchpad,"Infrastructure, Services & Financial Products",,UNCX_token,[],1
1797,Stronghands,Cronos,Dexes,Trading & Exchanges,,StronghandsDev,[],1
1916,Hedge,Solana,CDP,"Lending, Borrowing & Real World Assets",,HedgeLabs,"[Pyth, Chainlink, Switchboard]",1
794,OolongSwap,Boba,Dexes,Trading & Exchanges,[OolongSwap],oolongswap,,1
721,Mycelium Perpetual Pools,Arbitrum,Derivatives,Trading & Exchanges,,mycelium_xyz,,1
3082,OlympulseX,Pulse,Reserve Currency,Asset Management,,OlympulseX,[],1
3468,Lybra V2,Ethereum,CDP,"Lending, Borrowing & Real World Assets",,LybraFinanceLSD,[Chainlink],1
1207,Across,Ethereum,Cross Chain,Trading & Exchanges,[across-protocol],AcrossProtocol,[UMA],1
1575,Penguin,Solana,Dexes,Trading & Exchanges,,png_fi,[Coingecko],1
3060,PulseX V2,Pulse,Dexes,Trading & Exchanges,,PulseXcom,[],1
2986,Asymmetry Finance,Ethereum,Indexes,"Infrastructure, Services & Financial Products",,asymmetryfin,[],1
1075,SpiritDAO,Avalanche,Reserve Currency,Asset Management,,spirits_dao,,1
3232,YieldPulse Finance,Pulse,Farm,"Infrastructure, Services & Financial Products",,YieldPulse,[],1
3642,Ultraswap,Algorand,Lending,"Lending, Borrowing & Real World Assets",,FolksFinance,[],1
637,SYNC Network,Ethereum,NFT Lending,"Lending, Borrowing & Real World Assets",[C-O-F-E],SYNCToken,,1
2852,Solunea,zkSync Era,Dexes,Trading & Exchanges,,SoluneaDex,[],1
280,Oxygen,Solana,Lending,"Lending, Borrowing & Real World Assets",,Oxygen_protocol,,1
540,Moonswap,Moonriver,Dexes,Trading & Exchanges,,MoonSwapDEX,,1
1194,Sperax USD,Arbitrum,Algo-Stables,Asset Management,,SperaxUSD,[DIA],1
2850,Toreus,Kava,Lending,"Lending, Borrowing & Real World Assets",,toreusfinance,[Witnet],1
3443,Loot  DAO,Ethereum,Services,"Infrastructure, Services & Financial Products",[lootexchange],lootproject,[],1
741,Vaulty Finance,Binance,Yield,Asset Management,[VaultyFinance],VaultyFi,[TWAP],1
3026,Monoceros,Kava,Yield,Asset Management,,MonocerosApp,[],1
719,Universe Finance,Ethereum,Liquidity manager,Asset Management,,Universe_FIN,,1
2885,Asymetrix Protocol,Ethereum,Yield,Asset Management,,asymetrix_eth,[Chainlink],1
1063,Embr Finance,Avalanche,Dexes,Trading & Exchanges,,EmbrFinance,,1
3346,CookieBase Dex,Base,Dexes,Trading & Exchanges,,base_cookie,[],1
2126,Redemption,Fantom,Dexes,Trading & Exchanges,,RedemptionPO,[TWAP],1
3509,Nether.Fi,Base,Derivatives,Trading & Exchanges,[nether-labs],netherlabs_,[Chainlink],1
2530,ZyberSwap Stableswap,Arbitrum,Dexes,Trading & Exchanges,,zyberswap,[],1
2482,CitaDAO,Ethereum,RWA,"Lending, Borrowing & Real World Assets",,citadao_io,[],1
140,Kava Lend,Kava,Lending,"Lending, Borrowing & Real World Assets",,hard_protocol,[Internal],1
2980,QuickPerps,Polygon zkEVM,Derivatives,Trading & Exchanges,,QuickswapDEX,[API3],1
1846,KefirSwap,Kava,Dexes,Trading & Exchanges,,kefirswap,[],1
2685,Arbitrum Exchange V2,Arbitrum,Dexes,Trading & Exchanges,,arbidex_fi,[],1
3295,ETHGlobal,Optimism,Services,"Infrastructure, Services & Financial Products",[ethglobal],ETHGlobal,[],1
2410,BAO Markets,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,BaoCommunity,[],1
792,Pinyottas,Ethereum,NFT Marketplace,Trading & Exchanges,,pinyottas,,1
1592,Strips Finance,Arbitrum,Derivatives,Trading & Exchanges,,StripsFinance,[],1
2345,10KSwap,Starknet,Dexes,Trading & Exchanges,[10k-swap],10KSwap,[],1
1395,ArthSwap,Astar,Dexes,Trading & Exchanges,[ArthSwap],arthswap,[],1
2302,Goober,Ethereum,Yield,Asset Management,,goober_xyz,[],1
1907,Increment Swap,Flow,Dexes,Trading & Exchanges,,incrementfi,[],1
1487,KlayBank,Klaytn,Lending,"Lending, Borrowing & Real World Assets",,klaybank,[TWAP],1
954,REX Staking,Telos,Lending,"Lending, Borrowing & Real World Assets",,EOSauthority,,1
1468,Pact,Algorand,Dexes,Trading & Exchanges,[pactfi],pact_fi,[],1
3663,Nolus Protocol,Nolus,Lending,"Lending, Borrowing & Real World Assets",,NolusProtocol,[],1
3520,MonarchPay,Kava,Services,"Infrastructure, Services & Financial Products",,MonarchWallet,[],1
1034,Base Protocol,Ethereum,Indexes,"Infrastructure, Services & Financial Products",[Base-Protocol],BaseProtocol,,1
3392,OmniBTC,Sui,Lending,"Lending, Borrowing & Real World Assets",[OmniBTC],OmniBTC,[],1
2362,Hedgehog,Ethereum,Liquidity manager,Asset Management,,liqui_space,[TWAP],1
2703,Phenix DEX,Cronos,Dexes,Trading & Exchanges,[phenixfinance],phenixfinance,[],1
3403,Opankeswap,Op_Bnb,Dexes,Trading & Exchanges,,Opankeswap,[],1
2207,Ditto,Aptos,Liquid Staking,Asset Management,[ditto-research],Ditto_Finance,[],1
2506,Dyson,Polygon,Liquidity manager,Asset Management,,dyson_money,[],1
3464,SharesGram,Base,SoFi,Others,,SharesGram,[],1
2696,Overnight DAI+,Optimism,CDP,"Lending, Borrowing & Real World Assets",,overnight_fi,[],1
3102,Kannagi Finance,zkSync Era,Yield Aggregator,Asset Management,,Kannagi_Zksync,[],1
1268,Cronofi Finance,Cronos,Yield,Asset Management,,Cronofi_Finance,,1
639,EnterDAO,Ethereum,Services,"Infrastructure, Services & Financial Products",[EnterDAO],EnterDao,,1
1836,Investin,Solana,Indexes,"Infrastructure, Services & Financial Products",[Investin-pro],Investin_pro,[Pyth],1
532,Twindex,Binance,Options,Trading & Exchanges,,twindexcom,[Chainlink],1
1617,Revuto,Cardano,Services,"Infrastructure, Services & Financial Products",,get_revuto,[],1
3644,Flooring Protocol,Ethereum,NFT Marketplace,Trading & Exchanges,,flooringproto,[],1
3461,Basin DAO,Base,CDP,"Lending, Borrowing & Real World Assets",,BasinOnBase,[],1
2183,Ape Finance,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,apedotfi,[Chainlink],1
738,Defi Halal,Polygon,CDP,"Lending, Borrowing & Real World Assets",,DefiHalal,[Chainlink],1
735,BecoSwap,Kardia,Dexes,Trading & Exchanges,,beco_swap,,1
823,TomoFinance,TomoChain,CDP,"Lending, Borrowing & Real World Assets",,TomoFinance,,1
164,ValueDefi,Binance,Dexes,Trading & Exchanges,,value_defi,[Chainlink],1
2894,zkBoost,zkSync Era,Launchpad,"Infrastructure, Services & Financial Products",,zkBoost_Finance,[],1
2473,Bitindi Staking,Bitindi,Liquid Staking,Asset Management,,bitindichain,[],1
3172,Concordex,Concordium,Dexes,Trading & Exchanges,,concordexlabs,[],1
3182,EXIT10,Ethereum,Yield Aggregator,Asset Management,[open-bakery],EXIT10_ETH,[],1
395,Waka Finance,Fantom,Dexes,Trading & Exchanges,,WakaFinance,,1
655,Almond,Solana,Yield,Asset Management,,almond_so,,1
1423,Bodh Finance,Boba,Lending,"Lending, Borrowing & Real World Assets",,BodhFinance,[Witnet],1
2361,Mummy Finance,Fantom,Derivatives,Trading & Exchanges,,mummyftm,[],1
1653,Comb Financial,Fantom,Yield,Asset Management,,combfinancial,[],1
2091,Algofi Swap,Algorand,Dexes,Trading & Exchanges,,algofiorg,[],1
2466,ZKasino,Binance,Prediction Market,"Infrastructure, Services & Financial Products",,ZKasino_io,[],1
1999,OptiFi,Solana,Options,Trading & Exchanges,,OptifiLabs,[Pyth],1
2961,FORTH DAO,Ethereum,Services,"Infrastructure, Services & Financial Products",,AmpleforthOrg,[],1
577,Allbridge,Celo,Bridge,Trading & Exchanges,[allbridge-io],Allbridge_io,,1
852,Demeter,Heco,Lending,"Lending, Borrowing & Real World Assets",,Demetervip,,1
1491,RelayChain,Ethereum,Bridge,Trading & Exchanges,[RelayChain],relay_chain,[],1
2055,Swivel Finance,Ethereum,Yield,Asset Management,[Swivel-Finance],SwivelFinance,[],1
1271,Immortal,Celo,Reserve Currency,Asset Management,[ImmortalDAO-Fi],ImmortalDAO_Fi,,1
2566,MugenFinance,Arbitrum,Yield Aggregator,Asset Management,,MugenFinance,[],1
402,Hunny Finance,Binance,Yield,Asset Management,[HunnyFinance],HunnyFinance,,1
2757,Glacier Exchange V2,Avalanche,Dexes,Trading & Exchanges,,Glacier_Fi,[],1
3356,neuron,Arbitrum,Bridge,Trading & Exchanges,,goneuronxyz,[],1
2264,Orderly Network,Near,Dexes,Trading & Exchanges,,OrderlyNetwork,[],1
3364,Themis-lsdFil,Filecoin,Liquid Staking,Asset Management,,ThemisProtocol,[],1
1616,RadioShack,Ethereum,Dexes,Trading & Exchanges,[radioshackswap],RadioShack,[],1
2626,ether.fi,Ethereum,Liquid Staking,Asset Management,,ether_fi,[],1
1583,Axl Inu,Ethereum,Launchpad,"Infrastructure, Services & Financial Products",,AxlToken,[],1
1190,Magnet DAO,Avalanche,Algo-Stables,Asset Management,,Magnet_DAO,,1
825,NFT20,Ethereum,NFT Marketplace,Trading & Exchanges,[verynifty],niftymuseum,,1
1201,Zunami Protocol,Ethereum,Yield Aggregator,Asset Management,[ZunamiProtocol],ZunamiProtocol,,1
3440,KnightSwap Lending,Binance,Lending,"Lending, Borrowing & Real World Assets",,KnightEcosystem,[],1
785,LootSwap,Harmony,Dexes,Trading & Exchanges,,lootswapfinance,,1
1724,Ampere,Fuse,Algo-Stables,Asset Management,,Amperefuse,[],1
406,DELV,Ethereum,Yield,Asset Management,[delvtech],delv_tech,,1
2720,Satin Exchange,Polygon,Dexes,Trading & Exchanges,,SatinExchange,[],1
541,Ref Finance,Near,Dexes,Trading & Exchanges,[ref-finance],finance_ref,,1
2316,Meter Passport,Ethereum,Bridge,Trading & Exchanges,,Meter_IO,[],1
1352,Astral Financial,Moonbeam,Yield,Asset Management,,AstralFinancial,[TWAP],1
3170,Ellipsis Labs,Solana,Dexes,Trading & Exchanges,[Ellipsis-Labs],ellipsis_labs,[],1
1888,Frozen Walrus Finance,Avalanche,Algo-Stables,Asset Management,,WalrusFinance,[],1
1740,LiNEAR Protocol,Near,Liquid Staking,Asset Management,[linear-protocol],LinearProtocol,[],1
1815,The Story of Draco,Fantom,Farm,"Infrastructure, Services & Financial Products",,dracodefi,[],1
1205,Predictcoin,Binance,Prediction Market,"Infrastructure, Services & Financial Products",,PredictcoinFin,,1
1745,Joystick Club,smartBCH,Gaming,"Infrastructure, Services & Financial Products",,joystickclub,[],1
2833,Juicebox V1,Ethereum,Launchpad,"Infrastructure, Services & Financial Products",,juiceboxETH,[Chainlink],1
1994,DogMoney,Dogechain,Dexes,Trading & Exchanges,,DogMoneySwap,[],1
2216,KekSwap,Kekchain,Dexes,Trading & Exchanges,,KekSwap,[],1
2026,Champion Finance,Avalanche,Algo-Stables,Asset Management,,Champion_io,[TWAP],1
2897,SuperLauncher,zkSync Era,Launchpad,"Infrastructure, Services & Financial Products",[SuperLauncher],Super_Launcher,[],1
323,Fluity,Binance,CDP,"Lending, Borrowing & Real World Assets",[fluity-finance],FluityFinance,,1
2509,BusinessBuildersNFTs,Polygon,Gaming,"Infrastructure, Services & Financial Products",,NFTBBuilders,[],1
1565,RingFi,Binance,Yield,Asset Management,,ringfiprotocol,[],1
3406,Tempest Capital,Optimism,Lending,"Lending, Borrowing & Real World Assets",,Tempestlend,[],1
1769,KDSwap,Kadena,Dexes,Trading & Exchanges,,KdSwap,[],1
1819,Crown Finance,Cronos,Yield Aggregator,Asset Management,,CrownFi_,[],1
2108,W3swap,Binance,Dexes,Trading & Exchanges,,w3_foundation,[],1
1117,Crow Finance,Cronos,Dexes,Trading & Exchanges,[crowfinance],crowfi_,,1
1065,The Sandbox,Ethereum,Gaming,"Infrastructure, Services & Financial Products",[thesandboxgame],TheSandboxGame,,1
1658,Steak,Terra,Liquid Staking,Asset Management,,st4k3h0us3,[],1
1457,OGX,EOS,Synthetics,Asset Management,,OrganixProtocol,[],1
2820,ArbiTen,Arbitrum,Algo-Stables,Asset Management,,ArbiTenFinance,[TWAP],1
1736,Muuu Finance,Astar,Yield,Asset Management,[muuu-finance],muuu_fi,[],1
3186,SoarPLS,Pulse,Staking Pool,"Infrastructure, Services & Financial Products",,,[],1
210,yAxis,Ethereum,Yield Aggregator,Asset Management,[yaxis-project],yaxis_project,,1
3195,leNFT,Ethereum,NFT Marketplace,Trading & Exchanges,,lenftapp,[],1
2706,Radiant V2,Arbitrum,Lending,"Lending, Borrowing & Real World Assets",,RDNTCapital,[Chainlink],1
2715,OnyxDAO,Arbitrum,Farm,"Infrastructure, Services & Financial Products",,OnyxDAO,[],1
3612,hub3,Solana,SoFi,Others,,hub3ee,,1
2574,HXRO Network,Solana,Derivatives,Trading & Exchanges,,HxroNetwork,"[Pyth, Jiritsu]",1
3279,Palmswap,Binance,Derivatives,Trading & Exchanges,,Palmswaporg,[],1
1550,METF Finance,Cronos,Yield,Asset Management,,MMFcrypto,[],1
2791,TrainSwap,Arbitrum,Dexes,Trading & Exchanges,,trainswap0,[],1
1145,FTM Frens,Fantom,Yield,Asset Management,,FTMFrens,,1
1884,WhaleSwap,Binance,Dexes,Trading & Exchanges,,WhaleLoans,[],1
3343,zkEra Finance,zkSync Era,Derivatives,Trading & Exchanges,,zkera_fi,[Pyth],1
2522,Nouns,Ethereum,Services,"Infrastructure, Services & Financial Products",[nounsDAO],nounsdao,[],1
857,AliensFarm,Tezos,Dexes,Trading & Exchanges,,tezaliensfarm,,1
1507,Zombi Finance,Fantom,Algo-Stables,Asset Management,,ZombiFinance,[],1
3129,Tigris,Arbitrum,Derivatives,Trading & Exchanges,,TigrisTrades,[Pyth],1
2294,Crypto Lottery,CSC,Prediction Market,"Infrastructure, Services & Financial Products",,__cryptolottery,,1
1657,Predy V3.2,Arbitrum,Derivatives,Trading & Exchanges,,predyfinance,[Chainlink],1
3327,LINE Token,Kava,CDP,"Lending, Borrowing & Real World Assets",,ObyteOrg,[],1
604,Sherlock,Ethereum,Insurance,"Infrastructure, Services & Financial Products",[sherlock-protocol],Sherlock_DeFi,[UMA],1
2602,Zyberswap V3,Arbitrum,Dexes,Trading & Exchanges,,ZyberSwap,[],1
2023,Arbswap AMM,Arbitrum Nova,Dexes,Trading & Exchanges,,ArbswapOfficial,[],1
415,NAOS Finance,Ethereum,RWA,"Lending, Borrowing & Real World Assets",[NAOS-Finance],naos_finance,,1
786,Bagels Finance,Binance,Yield,Asset Management,,BagelsFinance,[TWAP],1
2650,ShadowSwap,CORE,Dexes,Trading & Exchanges,,Shadowswap_xyz,[],1
1832,Lachain Yield Market,Lachain,Yield,Asset Management,,0xLachain,[],1
3409,SwapBased Concentrated Liquidity,Base,Dexes,Trading & Exchanges,,swap_based,[],1
873,BSCSwap,Binance,Dexes,Trading & Exchanges,,,,1
2665,ApeCoin,Ethereum,Yield,Asset Management,,apecoin,[],1
953,Nearpad,Aurora,Dexes,Trading & Exchanges,,NearPad,,1
1942,Moon Swap,Conflux,Dexes,Trading & Exchanges,[moon-migration],imMoonSwap,,1
3163,Levvy for NFTs,Cardano,NFT Lending,"Lending, Borrowing & Real World Assets",,levvyfinance,,1
480,KuSwap,Kucoin,Dexes,Trading & Exchanges,[KuSwap],kuswapfinance,[Pyth],1
2111,UwU Lend,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[UwU-Lend],UwU_Lend,[],1
313,ViperSwap,Harmony,Dexes,Trading & Exchanges,,VenomDAO,,1
740,Elephantdex,Harmony,Dexes,Trading & Exchanges,,elephant_dex,,1
422,Bunicorn,Binance,Dexes,Trading & Exchanges,[bunicorndefi],bunicornswap,,1
3237,SkyDex,zkSync Era,Dexes,Trading & Exchanges,,SkyDex_zksync,[],1
3069,QuipuSwap Stableswap,Tezos,Dexes,Trading & Exchanges,,QuipuSwap,,1
2746,EraLend,Polygon zkEVM,Lending,"Lending, Borrowing & Real World Assets",,Era_Lend,[Pyth],1
2424,LunaFi,Polygon,Prediction Market,"Infrastructure, Services & Financial Products",[Luna-Fi],LunaFi_Project,[],1
1521,Horizon Protocol,Binance,Derivatives,Trading & Exchanges,[Horizon-Protocol],HorizonProtocol,[Chainlink],1
308,Ruler,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[Ruler-Protocol],RulerProtocol,[Chainlink],1
1762,Elf Finance,Fantom,Algo-Stables,Asset Management,,finance_elf,[],1
660,Dopex,Ethereum,Options,Trading & Exchanges,[dopex-io],dopex_io,,1
1240,YuzuSwap,Oasis,Dexes,Trading & Exchanges,[yuzuswap-oasis],Yuzu_Swap,,1
3513,CavalRe,Avalanche,Dexes,Trading & Exchanges,[CavalRe],TheCavalRe,[],1
977,Tornadao,Avalanche,Reserve Currency,Asset Management,,Tornadao_fi,,1
592,Defi Yield Protocol,Ethereum,Yield,Asset Management,[dypfinance],dypfinance,,1
991,MidasDAO,Avalanche,Reserve Currency,Asset Management,,Midas_DAO,,1
538,Alchemist,Ethereum,Yield,Asset Management,[alchemistcoin],_alchemistcoin,,1
1687,SmartCredit,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,smartcredit_io,"[Chainlink, TWAP]",1
2739,Liquify,CORE,Dexes,Trading & Exchanges,,NetworkLiquify,[],1
394,Reaper Farm,Fantom,Yield Aggregator,Asset Management,,Reaper_Farm,,1
3107,EigenLayer,Ethereum,Infrastructure,"Infrastructure, Services & Financial Products",[Layr-Labs],eigenlayer,[],1
2616,Conic Finance,Ethereum,Yield,Asset Management,,ConicFinance,[],1
2827,SatoshiCoreSwap,CORE,Dexes,Trading & Exchanges,,satoshicoreswap,[],1
1152,RobiniaSwap,Binance,Dexes,Trading & Exchanges,,robiniaswap,,1
3240,Magician MV,Polygon,Dexes,Trading & Exchanges,[MagicBallSwap],MagicianMV,[],1
1861,CGO Finance,Cronos,Yield Aggregator,Asset Management,,cougarswap,[],1
3228,Metis,Metis,Chain,"Infrastructure, Services & Financial Products",,MetisDAO,[],1
3591,TON Locker,TON,Staking Pool,"Infrastructure, Services & Financial Products",,,[],1
435,Hop Protocol,Ethereum,Cross Chain,Trading & Exchanges,[hop-protocol],HopProtocol,,1
222,DeFiner,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[DeFinerOrg],DeFinerOrg,[Chainlink],1
3339,Chainlink VRF V1,Ethereum,Oracle,"Infrastructure, Services & Financial Products",,chainlink,[],1
585,Popsicle Finance,Ethereum,Liquidity manager,Asset Management,[Popsicle-Finance],PopsicleFinance,,1
1222,Photon Protocol,Binance,Reserve Currency,Asset Management,,photon_protocol,,1
2654,ParaSpace APE Staking V1,Ethereum,Yield,Asset Management,,ParaSpace_NFT,[],1
1615,Polynomial Earn,Optimism,Options Vault,Trading & Exchanges,,PolynomialFi,[],1
499,Polycat,Polygon,Farm,"Infrastructure, Services & Financial Products",,PolycatFinance,,1
1162,Friktion,Solana,Options Vault,Trading & Exchanges,[Friktion-Labs],friktion_labs,[Pyth],1
546,Omm,Icon,Lending,"Lending, Borrowing & Real World Assets",,ommfinance,[Band],1
2234,Evolve,Cronos,Lending,"Lending, Borrowing & Real World Assets",,evolutionxeco,[TWAP],1
2893,Snark Launch,zkSync Era,Launchpad,"Infrastructure, Services & Financial Products",,SnarkLaunch,[],1
376,Tomb,Fantom,Algo-Stables,Asset Management,,tombfinance,[DIA],1
1870,StrategyX Finance,Fantom,Farm,"Infrastructure, Services & Financial Products",,StrategyXFi,[Chainlink],1
2406,Tegro Finance,TON,Dexes,Trading & Exchanges,,TegroDEX,[],1
544,SoulSwap,Fantom,Dexes,Trading & Exchanges,,SoulSwapFinance,,1
3282,L2BEAT,Optimism,Services,"Infrastructure, Services & Financial Products",[l2beat],l2beat,[],1
2163,OctoPow Finance,EthereumPoW,Dexes,Trading & Exchanges,,OctoPowswap,[],1
440,LoTerra,Terra,Prediction Market,"Infrastructure, Services & Financial Products",,LoTerra_LOTA,[Terrand],1
135,Kava Mint,Kava,CDP,"Lending, Borrowing & Real World Assets",,KAVA_CHAIN,[Internal],1
298,Hyper Finance,Binance,Yield,Asset Management,,hyper_finance,,1
3023,Goldbank Finance,Arbitrum,Lending,"Lending, Borrowing & Real World Assets",,GBdotFi,[Chainlink],1
