date,type,totalLiquidityUSD
2019-12-02 23:00:00,"Lending, Borrowing & Real World Assets",0.08466327517229999
2019-12-03 00:00:00,"Infrastructure, Services & Financial Products",0.00019302049432
2019-12-03 00:00:00,"Lending, Borrowing & Real World Assets",0.31808793580826
2019-12-03 00:00:00,Trading & Exchanges,0.02585990100326
2019-12-03 23:00:00,Asset Management,0.18503428377381997
2019-12-03 23:00:00,"Infrastructure, Services & Financial Products",0.00152970060957
2019-12-03 23:00:00,"Lending, Borrowing & Real World Assets",0.08751968857713001
2019-12-04 00:00:00,"Infrastructure, Services & Financial Products",0.00019243781495999998
2019-12-04 00:00:00,"Lending, Borrowing & Real World Assets",0.31383549965536
2019-12-04 00:00:00,Trading & Exchanges,0.02619999594345
2019-12-04 23:00:00,Asset Management,0.18447629415771002
2019-12-04 23:00:00,"Infrastructure, Services & Financial Products",0.0015161565647599999
2019-12-04 23:00:00,"Lending, Borrowing & Real World Assets",0.08672273403686001
2019-12-05 00:00:00,"Infrastructure, Services & Financial Products",0.00019216502531999998
2019-12-05 00:00:00,"Lending, Borrowing & Real World Assets",0.3125246740976
2019-12-05 00:00:00,Trading & Exchanges,0.025079983336339998
2019-12-05 23:00:00,Asset Management,0.18507328547771
2019-12-05 23:00:00,"Infrastructure, Services & Financial Products",0.0015265773180499998
2019-12-05 23:00:00,"Lending, Borrowing & Real World Assets",0.08586086808873
2019-12-06 00:00:00,"Infrastructure, Services & Financial Products",0.00019264470986
2019-12-06 00:00:00,"Lending, Borrowing & Real World Assets",0.31590718604924
2019-12-06 00:00:00,Trading & Exchanges,0.02538686975216
2019-12-06 23:00:00,Asset Management,0.17947083505560002
2019-12-06 23:00:00,"Infrastructure, Services & Financial Products",0.0015261393392799999
2019-12-06 23:00:00,"Lending, Borrowing & Real World Assets",0.08552440176482
2019-12-07 00:00:00,"Infrastructure, Services & Financial Products",0.00019294740338
2019-12-07 00:00:00,"Lending, Borrowing & Real World Assets",0.31497816108431
2019-12-07 00:00:00,Trading & Exchanges,0.026032453839469998
2019-12-07 23:00:00,Asset Management,0.17501957406428
2019-12-07 23:00:00,"Infrastructure, Services & Financial Products",0.0015416945763699998
2019-12-07 23:00:00,"Lending, Borrowing & Real World Assets",0.08351719589479
2019-12-08 00:00:00,"Infrastructure, Services & Financial Products",0.0001923656232
2019-12-08 00:00:00,"Lending, Borrowing & Real World Assets",0.32286723711571996
2019-12-08 00:00:00,Trading & Exchanges,0.02575280709569
2019-12-08 23:00:00,Asset Management,0.16707351071427998
2019-12-08 23:00:00,"Infrastructure, Services & Financial Products",0.00154960784184
2019-12-08 23:00:00,"Lending, Borrowing & Real World Assets",0.08289336443822999
2019-12-09 00:00:00,"Infrastructure, Services & Financial Products",0.00019253583164
2019-12-09 00:00:00,"Lending, Borrowing & Real World Assets",0.32311223329475
2019-12-09 00:00:00,Trading & Exchanges,0.026045777798999997
2019-12-09 23:00:00,Asset Management,0.18285106601359
2019-12-09 23:00:00,"Infrastructure, Services & Financial Products",0.0015567944506
2019-12-09 23:00:00,"Lending, Borrowing & Real World Assets",0.08985878767877001
2019-12-10 00:00:00,"Infrastructure, Services & Financial Products",0.00019264600927
2019-12-10 00:00:00,"Lending, Borrowing & Real World Assets",0.32731702581683
2019-12-10 00:00:00,Trading & Exchanges,0.025655152759739997
2019-12-10 23:00:00,Asset Management,0.18142523972858
2019-12-10 23:00:00,"Infrastructure, Services & Financial Products",0.0015443913654700002
2019-12-10 23:00:00,"Lending, Borrowing & Real World Assets",0.08522460358637
2019-12-11 00:00:00,"Infrastructure, Services & Financial Products",0.00019286758924
2019-12-11 00:00:00,"Lending, Borrowing & Real World Assets",0.31972786751621995
2019-12-11 00:00:00,Trading & Exchanges,0.02530734742669
2019-12-11 23:00:00,Asset Management,0.17135677351016
2019-12-11 23:00:00,"Infrastructure, Services & Financial Products",0.0015332095197900001
2019-12-11 23:00:00,"Lending, Borrowing & Real World Assets",0.08412989452526
2019-12-12 00:00:00,"Infrastructure, Services & Financial Products",0.00019399035354000001
2019-12-12 00:00:00,"Lending, Borrowing & Real World Assets",0.31686867675912
2019-12-12 00:00:00,Trading & Exchanges,0.02514258476892
2019-12-12 23:00:00,Asset Management,0.17126494834803
2019-12-12 23:00:00,"Infrastructure, Services & Financial Products",0.00151566196205
2019-12-12 23:00:00,"Lending, Borrowing & Real World Assets",0.08581018809382
2019-12-13 00:00:00,"Infrastructure, Services & Financial Products",0.00019317614597
2019-12-13 00:00:00,"Lending, Borrowing & Real World Assets",0.31527750749496003
2019-12-13 00:00:00,Trading & Exchanges,0.02563449830509
2019-12-13 23:00:00,Asset Management,0.18227961957894998
2019-12-13 23:00:00,"Infrastructure, Services & Financial Products",0.00156054186877
2019-12-13 23:00:00,"Lending, Borrowing & Real World Assets",0.08620765573335
2019-12-14 00:00:00,"Infrastructure, Services & Financial Products",0.00019306597773
2019-12-14 00:00:00,"Lending, Borrowing & Real World Assets",0.31515586303181
2019-12-14 00:00:00,Trading & Exchanges,0.02571122231242
2019-12-14 23:00:00,Asset Management,0.17653643450085002
2019-12-14 23:00:00,"Infrastructure, Services & Financial Products",0.00155371526758
2019-12-14 23:00:00,"Lending, Borrowing & Real World Assets",0.08593524073375
2019-12-15 00:00:00,"Infrastructure, Services & Financial Products",0.00019285101663
2019-12-15 00:00:00,"Lending, Borrowing & Real World Assets",0.31256943702964995
2019-12-15 00:00:00,Trading & Exchanges,0.02529074323074
2019-12-15 23:00:00,Asset Management,0.18264865687055998
2019-12-15 23:00:00,"Infrastructure, Services & Financial Products",0.0015769223031599998
2019-12-15 23:00:00,"Lending, Borrowing & Real World Assets",0.08508646866092
2019-12-16 00:00:00,Asset Management,0.02283803116378
2019-12-16 00:00:00,"Infrastructure, Services & Financial Products",0.0001927239866
2019-12-16 00:00:00,"Lending, Borrowing & Real World Assets",0.32013009184131996
2019-12-16 00:00:00,Trading & Exchanges,0.0252659166956
2019-12-16 23:00:00,Asset Management,0.18617790230519998
2019-12-16 23:00:00,"Infrastructure, Services & Financial Products",0.00156781939045
2019-12-16 23:00:00,"Lending, Borrowing & Real World Assets",0.08429638381773
2019-12-17 00:00:00,Asset Management,0.01406014496078
2019-12-17 00:00:00,"Infrastructure, Services & Financial Products",0.00019260610436
2019-12-17 00:00:00,"Lending, Borrowing & Real World Assets",0.31917876744974
2019-12-17 00:00:00,Privacy & Security,2.46420647e-06
2019-12-17 00:00:00,Trading & Exchanges,0.02429407822242
2019-12-17 23:00:00,Asset Management,0.18205824528225
2019-12-17 23:00:00,"Infrastructure, Services & Financial Products",0.00147155535316
2019-12-17 23:00:00,"Lending, Borrowing & Real World Assets",0.08165069136541
2019-12-18 00:00:00,Asset Management,0.00739485403756
2019-12-18 00:00:00,"Infrastructure, Services & Financial Products",0.00019172413748999999
2019-12-18 00:00:00,"Lending, Borrowing & Real World Assets",0.30415765927266003
2019-12-18 00:00:00,Privacy & Security,8.13334608e-06
2019-12-18 00:00:00,Trading & Exchanges,0.022747857820099998
2019-12-18 23:00:00,Asset Management,0.17177432037823
2019-12-18 23:00:00,"Infrastructure, Services & Financial Products",0.00137390234198
2019-12-18 23:00:00,"Lending, Borrowing & Real World Assets",0.07731169187015
2019-12-19 00:00:00,Asset Management,0.0058847490908399995
2019-12-19 00:00:00,"Infrastructure, Services & Financial Products",0.00019290469827
2019-12-19 00:00:00,"Lending, Borrowing & Real World Assets",0.28060976445586
2019-12-19 00:00:00,Privacy & Security,1.567382873e-05
2019-12-19 00:00:00,Trading & Exchanges,0.02423410208766
2019-12-19 23:00:00,Asset Management,0.18323352623709
2019-12-19 23:00:00,"Infrastructure, Services & Financial Products",0.0014325740154699999
2019-12-19 23:00:00,"Lending, Borrowing & Real World Assets",0.07916605751027
2019-12-20 00:00:00,Asset Management,0.00684830477618
2019-12-20 00:00:00,"Infrastructure, Services & Financial Products",0.0001922742102
2019-12-20 00:00:00,"Lending, Borrowing & Real World Assets",0.29873788235276
2019-12-20 00:00:00,Privacy & Security,5.017631214e-05
2019-12-20 00:00:00,Trading & Exchanges,0.02433809382869
2019-12-20 23:00:00,Asset Management,0.18198976309746
2019-12-20 23:00:00,"Infrastructure, Services & Financial Products",0.00143199308161
2019-12-20 23:00:00,"Lending, Borrowing & Real World Assets",0.08071036968338
2019-12-21 00:00:00,Asset Management,0.00633422581308
2019-12-21 00:00:00,"Infrastructure, Services & Financial Products",0.00019209556969
2019-12-21 00:00:00,"Lending, Borrowing & Real World Assets",0.30067870451323997
2019-12-21 00:00:00,Privacy & Security,4.3892878980000004e-05
2019-12-21 00:00:00,Trading & Exchanges,0.02447764067522
2019-12-21 23:00:00,Asset Management,0.18298566113361
2019-12-21 23:00:00,"Infrastructure, Services & Financial Products",0.00142908751733
2019-12-21 23:00:00,"Lending, Borrowing & Real World Assets",0.08087829404022001
2019-12-22 00:00:00,Asset Management,0.0053379630889
2019-12-22 00:00:00,"Infrastructure, Services & Financial Products",0.00019205955144
2019-12-22 00:00:00,"Lending, Borrowing & Real World Assets",0.30086812025087
2019-12-22 00:00:00,Privacy & Security,5.0596753279999996e-05
2019-12-22 00:00:00,Trading & Exchanges,0.02466470844894
2019-12-22 23:00:00,Asset Management,0.18362639225174
2019-12-22 23:00:00,"Infrastructure, Services & Financial Products",0.0014551067170899999
2019-12-22 23:00:00,"Lending, Borrowing & Real World Assets",0.08139992811013
2019-12-23 00:00:00,Asset Management,0.00537062691402
2019-12-23 00:00:00,"Infrastructure, Services & Financial Products",0.00019288018732
2019-12-23 00:00:00,"Lending, Borrowing & Real World Assets",0.30563369143864
2019-12-23 00:00:00,Privacy & Security,5.672012513e-05
2019-12-23 00:00:00,Trading & Exchanges,0.02554982393592
2019-12-23 23:00:00,Asset Management,0.18768644266931
2019-12-23 23:00:00,"Infrastructure, Services & Financial Products",0.00149227547224
2019-12-23 23:00:00,"Lending, Borrowing & Real World Assets",0.08326794958789
2019-12-24 00:00:00,Asset Management,0.01015517479662
2019-12-24 00:00:00,"Infrastructure, Services & Financial Products",0.00137128113264
2019-12-24 00:00:00,"Lending, Borrowing & Real World Assets",0.31245999450813
2019-12-24 00:00:00,Privacy & Security,5.7305407529999995e-05
2019-12-24 00:00:00,Trading & Exchanges,0.02552852236978
2019-12-24 23:00:00,Asset Management,0.18740279087169998
2019-12-24 23:00:00,"Infrastructure, Services & Financial Products",0.00144570584225
2019-12-24 23:00:00,"Lending, Borrowing & Real World Assets",0.08126104850173
2019-12-25 00:00:00,Asset Management,0.00703875808144
2019-12-25 00:00:00,"Infrastructure, Services & Financial Products",0.00136985496189
2019-12-25 00:00:00,"Lending, Borrowing & Real World Assets",0.30064736172251
2019-12-25 00:00:00,Privacy & Security,5.883679089e-05
2019-12-25 00:00:00,Trading & Exchanges,0.02562641888639
2019-12-25 23:00:00,Asset Management,0.18996871906602
2019-12-25 23:00:00,"Infrastructure, Services & Financial Products",0.00147997059608
2019-12-25 23:00:00,"Lending, Borrowing & Real World Assets",0.08022679940675
2019-12-26 00:00:00,Asset Management,0.00763416724054
2019-12-26 00:00:00,"Infrastructure, Services & Financial Products",0.0013702161256200001
2019-12-26 00:00:00,"Lending, Borrowing & Real World Assets",0.29282736763218
2019-12-26 00:00:00,Privacy & Security,7.806336638e-05
2019-12-26 00:00:00,Trading & Exchanges,0.0256196556535
2019-12-26 23:00:00,Asset Management,0.18431588326191004
2019-12-26 23:00:00,"Infrastructure, Services & Financial Products",0.0015439142289
2019-12-26 23:00:00,"Lending, Borrowing & Real World Assets",0.08336571115000001
2019-12-27 00:00:00,Asset Management,0.00720062553088
2019-12-27 00:00:00,"Infrastructure, Services & Financial Products",0.0013934118358699997
2019-12-27 00:00:00,"Lending, Borrowing & Real World Assets",0.29223078585702
2019-12-27 00:00:00,Privacy & Security,8.416281899e-05
2019-12-27 00:00:00,Trading & Exchanges,0.025932660911759997
2019-12-27 23:00:00,Asset Management,0.18249665751507
2019-12-27 23:00:00,"Infrastructure, Services & Financial Products",0.00154247709556
2019-12-27 23:00:00,"Lending, Borrowing & Real World Assets",0.08019213066148
2019-12-28 00:00:00,Asset Management,0.00728607508094
2019-12-28 00:00:00,"Infrastructure, Services & Financial Products",0.00141712509145
2019-12-28 00:00:00,"Lending, Borrowing & Real World Assets",0.28797067056413
2019-12-28 00:00:00,Privacy & Security,8.655209375e-05
2019-12-28 00:00:00,Trading & Exchanges,0.02592308518688
2019-12-28 23:00:00,Asset Management,0.17932031148837999
2019-12-28 23:00:00,"Infrastructure, Services & Financial Products",0.00154815414335
2019-12-28 23:00:00,"Lending, Borrowing & Real World Assets",0.08420980549950001
2019-12-29 00:00:00,Asset Management,0.008112545028079999
2019-12-29 00:00:00,"Infrastructure, Services & Financial Products",0.0014089296128100002
2019-12-29 00:00:00,"Lending, Borrowing & Real World Assets",0.29925223710014
2019-12-29 00:00:00,Privacy & Security,9.578268901e-05
2019-12-29 00:00:00,Trading & Exchanges,0.02623014963301
2019-12-29 23:00:00,Asset Management,0.18096570116751
2019-12-29 23:00:00,"Infrastructure, Services & Financial Products",0.00156182743114
2019-12-29 23:00:00,"Lending, Borrowing & Real World Assets",0.07990199507955
2019-12-30 00:00:00,Asset Management,0.00572164162802
2019-12-30 00:00:00,"Infrastructure, Services & Financial Products",0.00141181430818
2019-12-30 00:00:00,"Lending, Borrowing & Real World Assets",0.3048374368067
2019-12-30 00:00:00,Privacy & Security,0.0001216431556
2019-12-30 00:00:00,Trading & Exchanges,0.02704268995411
2019-12-30 23:00:00,Asset Management,0.18278113812983
2019-12-30 23:00:00,"Infrastructure, Services & Financial Products",0.0016272796007
2019-12-30 23:00:00,"Lending, Borrowing & Real World Assets",0.0801358087818
2019-12-31 00:00:00,Asset Management,0.00521330883878
2019-12-31 00:00:00,"Infrastructure, Services & Financial Products",0.0014088766659900002
2019-12-31 00:00:00,"Lending, Borrowing & Real World Assets",0.31432663544436995
2019-12-31 00:00:00,Privacy & Security,0.00015795088686999998
2019-12-31 00:00:00,Trading & Exchanges,0.02736712244262
2019-12-31 23:00:00,Asset Management,0.17934568480348997
2019-12-31 23:00:00,"Infrastructure, Services & Financial Products",0.00160767851966
2019-12-31 23:00:00,"Lending, Borrowing & Real World Assets",0.07978206563414
2020-01-01 00:00:00,Asset Management,0.0057595794964
2020-01-01 00:00:00,"Infrastructure, Services & Financial Products",0.0013889993980799999
2020-01-01 00:00:00,"Lending, Borrowing & Real World Assets",0.31253937157826
2020-01-01 00:00:00,Privacy & Security,0.00014313143034
2020-01-01 00:00:00,Trading & Exchanges,0.02703643240423
2020-01-01 23:00:00,Asset Management,0.17750559961506
2020-01-01 23:00:00,"Infrastructure, Services & Financial Products",0.00159415466073
2020-01-01 23:00:00,"Lending, Borrowing & Real World Assets",0.08039621988178
2020-01-02 00:00:00,Asset Management,0.005902356451659999
2020-01-02 00:00:00,"Infrastructure, Services & Financial Products",0.00141044547725
2020-01-02 00:00:00,"Lending, Borrowing & Real World Assets",0.31259905546757
2020-01-02 00:00:00,Privacy & Security,0.00017852383302
2020-01-02 00:00:00,Trading & Exchanges,0.02765958715768
2020-01-02 23:00:00,Asset Management,0.17435822923123998
2020-01-02 23:00:00,"Infrastructure, Services & Financial Products",0.0016096705876
2020-01-02 23:00:00,"Lending, Borrowing & Real World Assets",0.08191647845743001
2020-01-03 00:00:00,Asset Management,0.00583618294306
2020-01-03 00:00:00,"Infrastructure, Services & Financial Products",0.00142616423547
2020-01-03 00:00:00,"Lending, Borrowing & Real World Assets",0.30969927266533
2020-01-03 00:00:00,Privacy & Security,0.00020022770946
2020-01-03 00:00:00,Trading & Exchanges,0.02667497893431
2020-01-03 23:00:00,Asset Management,0.17212511239354003
2020-01-03 23:00:00,"Infrastructure, Services & Financial Products",0.00167378829496
2020-01-03 23:00:00,"Lending, Borrowing & Real World Assets",0.08256554248786
2020-01-04 00:00:00,Asset Management,0.0058406987701
2020-01-04 00:00:00,"Infrastructure, Services & Financial Products",0.00143743569395
2020-01-04 00:00:00,"Lending, Borrowing & Real World Assets",0.31805906439160003
2020-01-04 00:00:00,Privacy & Security,0.00024941143334
2020-01-04 00:00:00,Trading & Exchanges,0.02777380219618
2020-01-04 23:00:00,Asset Management,0.17115621430537
2020-01-04 23:00:00,"Infrastructure, Services & Financial Products",0.00169530484797
2020-01-04 23:00:00,"Lending, Borrowing & Real World Assets",0.08324175171968
2020-01-05 00:00:00,Asset Management,0.00514539696774
2020-01-05 00:00:00,"Infrastructure, Services & Financial Products",0.00142808752673
2020-01-05 00:00:00,"Lending, Borrowing & Real World Assets",0.32024978469489
2020-01-05 00:00:00,Privacy & Security,0.00024560271838
2020-01-05 00:00:00,Trading & Exchanges,0.02777353464501
2020-01-05 23:00:00,Asset Management,0.16716536570122
2020-01-05 23:00:00,"Infrastructure, Services & Financial Products",0.00171945250101
2020-01-05 23:00:00,"Lending, Borrowing & Real World Assets",0.08412729698646
2020-01-06 00:00:00,Asset Management,0.00463273019252
2020-01-06 00:00:00,"Infrastructure, Services & Financial Products",0.00144962033985
2020-01-06 00:00:00,"Lending, Borrowing & Real World Assets",0.32627823212401996
2020-01-06 00:00:00,Privacy & Security,0.00026509602514
2020-01-06 00:00:00,Trading & Exchanges,0.02841674300936
2020-01-06 23:00:00,Asset Management,0.15918425026613
2020-01-06 23:00:00,"Infrastructure, Services & Financial Products",0.00180342222728
2020-01-06 23:00:00,"Lending, Borrowing & Real World Assets",0.0872407127727
2020-01-07 00:00:00,Asset Management,0.006120903901119999
2020-01-07 00:00:00,"Infrastructure, Services & Financial Products",0.0014555221026599998
2020-01-07 00:00:00,"Lending, Borrowing & Real World Assets",0.34214064016338
2020-01-07 00:00:00,Privacy & Security,0.00029159878168000003
2020-01-07 00:00:00,Trading & Exchanges,0.030151751326049997
2020-01-07 23:00:00,Asset Management,0.13614776031314998
2020-01-07 23:00:00,"Infrastructure, Services & Financial Products",0.00186903395218
2020-01-07 23:00:00,"Lending, Borrowing & Real World Assets",0.09131987848706999
2020-01-08 00:00:00,Asset Management,0.00694949298116
2020-01-08 00:00:00,"Infrastructure, Services & Financial Products",0.00144716215786
2020-01-08 00:00:00,"Lending, Borrowing & Real World Assets",0.34797455831813
2020-01-08 00:00:00,Privacy & Security,0.00038627071838
2020-01-08 00:00:00,Trading & Exchanges,0.0305362198592
2020-01-08 23:00:00,Asset Management,0.14346393645775
2020-01-08 23:00:00,"Infrastructure, Services & Financial Products",0.00188127058923
2020-01-08 23:00:00,"Lending, Borrowing & Real World Assets",0.08526608705198001
2020-01-09 00:00:00,Asset Management,0.0074774713398799994
2020-01-09 00:00:00,"Infrastructure, Services & Financial Products",0.0014391270356099999
2020-01-09 00:00:00,"Lending, Borrowing & Real World Assets",0.36940463580445
2020-01-09 00:00:00,Privacy & Security,0.00042998111489000004
2020-01-09 00:00:00,Trading & Exchanges,0.030761805615109997
2020-01-09 23:00:00,Asset Management,0.13497080546543
2020-01-09 23:00:00,"Infrastructure, Services & Financial Products",0.00176086437612
2020-01-09 23:00:00,"Lending, Borrowing & Real World Assets",0.0827072591116
2020-01-10 00:00:00,Asset Management,0.0073491450122800004
2020-01-10 00:00:00,"Infrastructure, Services & Financial Products",0.00144478242884
2020-01-10 00:00:00,"Lending, Borrowing & Real World Assets",0.33789826036276
2020-01-10 00:00:00,Privacy & Security,0.00032074947126000005
2020-01-10 00:00:00,Trading & Exchanges,0.03034501224482
2020-01-10 23:00:00,Asset Management,0.12963694735234998
2020-01-10 23:00:00,"Infrastructure, Services & Financial Products",0.0017476975346899998
2020-01-10 23:00:00,"Lending, Borrowing & Real World Assets",0.08408621916158
2020-01-11 00:00:00,Asset Management,0.00843716322474
2020-01-11 00:00:00,"Infrastructure, Services & Financial Products",0.00143618647571
2020-01-11 00:00:00,"Lending, Borrowing & Real World Assets",0.33912028808292
2020-01-11 00:00:00,Privacy & Security,0.00030904703776
2020-01-11 00:00:00,Trading & Exchanges,0.031332907442159996
2020-01-11 23:00:00,Asset Management,0.11866192753939002
2020-01-11 23:00:00,"Infrastructure, Services & Financial Products",0.0019242650520599998
2020-01-11 23:00:00,"Lending, Borrowing & Real World Assets",0.08690669191485
2020-01-12 00:00:00,Asset Management,0.00842532470198
2020-01-12 00:00:00,"Infrastructure, Services & Financial Products",0.0014242656746399998
2020-01-12 00:00:00,"Lending, Borrowing & Real World Assets",0.36996191392703004
2020-01-12 00:00:00,Privacy & Security,0.00032467585005
2020-01-12 00:00:00,Trading & Exchanges,0.03141202094134
2020-01-12 23:00:00,Asset Management,0.11672591992005
2020-01-12 23:00:00,"Infrastructure, Services & Financial Products",0.00184211430206
2020-01-12 23:00:00,"Lending, Borrowing & Real World Assets",0.08761054719852
2020-01-13 00:00:00,Asset Management,0.009497784570080001
2020-01-13 00:00:00,"Infrastructure, Services & Financial Products",0.00143416905685
2020-01-13 00:00:00,"Lending, Borrowing & Real World Assets",0.35319086064467003
2020-01-13 00:00:00,Privacy & Security,0.00032082294323
2020-01-13 00:00:00,Trading & Exchanges,0.03177812446558
2020-01-13 23:00:00,Asset Management,0.13661581932456002
2020-01-13 23:00:00,"Infrastructure, Services & Financial Products",0.00193785653079
2020-01-13 23:00:00,"Lending, Borrowing & Real World Assets",0.08788952750537
2020-01-14 00:00:00,Asset Management,0.009300985904479999
2020-01-14 00:00:00,"Infrastructure, Services & Financial Products",0.00142662324843
2020-01-14 00:00:00,"Lending, Borrowing & Real World Assets",0.35224737955369
2020-01-14 00:00:00,Privacy & Security,0.0002930583059
2020-01-14 00:00:00,Trading & Exchanges,0.03208212855048
2020-01-14 23:00:00,Asset Management,0.14408242987778003
2020-01-14 23:00:00,"Infrastructure, Services & Financial Products",0.00202392335787
2020-01-14 23:00:00,"Lending, Borrowing & Real World Assets",0.08967633126608
2020-01-15 00:00:00,Asset Management,0.00986909265064
2020-01-15 00:00:00,"Infrastructure, Services & Financial Products",0.0014300230040900001
2020-01-15 00:00:00,"Lending, Borrowing & Real World Assets",0.37397149115841
2020-01-15 00:00:00,Privacy & Security,0.00034152378294
2020-01-15 00:00:00,Trading & Exchanges,0.03685285670294
2020-01-15 23:00:00,Asset Management,0.15945448166249002
2020-01-15 23:00:00,"Infrastructure, Services & Financial Products",0.0022111442968799997
2020-01-15 23:00:00,"Lending, Borrowing & Real World Assets",0.0967333898607
2020-01-16 00:00:00,Asset Management,0.00980274304364
2020-01-16 00:00:00,"Infrastructure, Services & Financial Products",0.0014360858698999998
2020-01-16 00:00:00,"Lending, Borrowing & Real World Assets",0.41228280512166
2020-01-16 00:00:00,Privacy & Security,0.00037119377927
2020-01-16 00:00:00,Trading & Exchanges,0.03690028403057
2020-01-16 23:00:00,Asset Management,0.1453420405223
2020-01-16 23:00:00,"Infrastructure, Services & Financial Products",0.0021597322179700003
2020-01-16 23:00:00,"Lending, Borrowing & Real World Assets",0.09546017235988
2020-01-17 00:00:00,Asset Management,0.00921267509978
2020-01-17 00:00:00,"Infrastructure, Services & Financial Products",0.00148571582204
2020-01-17 00:00:00,"Lending, Borrowing & Real World Assets",0.4063363528936
2020-01-17 00:00:00,Privacy & Security,0.00043278867407
2020-01-17 00:00:00,Trading & Exchanges,0.03791422290816
2020-01-17 23:00:00,Asset Management,0.15292255069462002
2020-01-17 23:00:00,"Infrastructure, Services & Financial Products",0.0022821672141200003
2020-01-17 23:00:00,"Lending, Borrowing & Real World Assets",0.09702367850343999
2020-01-18 00:00:00,Asset Management,0.01011780155074
2020-01-18 00:00:00,"Infrastructure, Services & Financial Products",0.00146371535717
2020-01-18 00:00:00,"Lending, Borrowing & Real World Assets",0.42761178566503
2020-01-18 00:00:00,Privacy & Security,0.00042855867528999997
2020-01-18 00:00:00,Trading & Exchanges,0.04670088104715
2020-01-18 23:00:00,Asset Management,0.14822033220984
2020-01-18 23:00:00,"Infrastructure, Services & Financial Products",0.00224544809278
2020-01-18 23:00:00,"Lending, Borrowing & Real World Assets",0.09653294427263001
2020-01-19 00:00:00,Asset Management,0.010536870657339999
2020-01-19 00:00:00,"Infrastructure, Services & Financial Products",0.00147744576009
2020-01-19 00:00:00,"Lending, Borrowing & Real World Assets",0.41940451982628
2020-01-19 00:00:00,Privacy & Security,0.00037362681256
2020-01-19 00:00:00,Trading & Exchanges,0.04755825370683
2020-01-19 23:00:00,Asset Management,0.14723516790951002
2020-01-19 23:00:00,"Infrastructure, Services & Financial Products",0.0022346702483899998
2020-01-19 23:00:00,"Lending, Borrowing & Real World Assets",0.09594896403246
2020-01-20 00:00:00,Asset Management,0.01099779085806
2020-01-20 00:00:00,"Infrastructure, Services & Financial Products",0.0014478464338799999
2020-01-20 00:00:00,"Lending, Borrowing & Real World Assets",0.4158642447443
2020-01-20 00:00:00,Privacy & Security,0.00036232642754
2020-01-20 00:00:00,Trading & Exchanges,0.04706517561261
2020-01-20 23:00:00,Asset Management,0.14469536267347
2020-01-20 23:00:00,"Infrastructure, Services & Financial Products",0.0021982892340500003
2020-01-20 23:00:00,"Lending, Borrowing & Real World Assets",0.08272901302156
2020-01-21 00:00:00,Asset Management,0.011192107548900002
2020-01-21 00:00:00,"Infrastructure, Services & Financial Products",0.00143575240338
2020-01-21 00:00:00,"Lending, Borrowing & Real World Assets",0.40527593279565
2020-01-21 00:00:00,Privacy & Security,0.00036785073
2020-01-21 00:00:00,Trading & Exchanges,0.04707232786524
2020-01-21 23:00:00,Asset Management,0.14921097657409
2020-01-21 23:00:00,"Infrastructure, Services & Financial Products",0.0022691546994300003
2020-01-21 23:00:00,"Lending, Borrowing & Real World Assets",0.08726215706865001
2020-01-22 00:00:00,Asset Management,0.0124688152464
2020-01-22 00:00:00,"Infrastructure, Services & Financial Products",0.00146844631017
2020-01-22 00:00:00,"Lending, Borrowing & Real World Assets",0.42825660085066997
2020-01-22 00:00:00,Privacy & Security,0.00039136307488
2020-01-22 00:00:00,Trading & Exchanges,0.04838417553337
2020-01-22 23:00:00,Asset Management,0.15295477765911
2020-01-22 23:00:00,"Infrastructure, Services & Financial Products",0.00220051113753
2020-01-22 23:00:00,"Lending, Borrowing & Real World Assets",0.08834507797087
2020-01-23 00:00:00,Asset Management,0.01239085195336
2020-01-23 00:00:00,"Infrastructure, Services & Financial Products",0.00146513421397
2020-01-23 00:00:00,"Lending, Borrowing & Real World Assets",0.42081519629694997
2020-01-23 00:00:00,Privacy & Security,0.00041306469456
2020-01-23 00:00:00,Trading & Exchanges,0.04809170677328
2020-01-23 23:00:00,Asset Management,0.15282900344988998
2020-01-23 23:00:00,"Infrastructure, Services & Financial Products",0.00216316481375
2020-01-23 23:00:00,"Lending, Borrowing & Real World Assets",0.08610849223138001
2020-01-24 00:00:00,Asset Management,0.01241012113632
2020-01-24 00:00:00,"Infrastructure, Services & Financial Products",0.0014258420359399998
2020-01-24 00:00:00,"Lending, Borrowing & Real World Assets",0.4113103054406
2020-01-24 00:00:00,Privacy & Security,0.00042357847844999997
2020-01-24 00:00:00,Trading & Exchanges,0.04738714418496
2020-01-24 23:00:00,Asset Management,0.14573747865311
2020-01-24 23:00:00,"Infrastructure, Services & Financial Products",0.00209435363122
2020-01-24 23:00:00,"Lending, Borrowing & Real World Assets",0.08471322955564
2020-01-25 00:00:00,Asset Management,0.01381463315886
2020-01-25 00:00:00,"Infrastructure, Services & Financial Products",0.0014517613959300001
2020-01-25 00:00:00,"Lending, Borrowing & Real World Assets",0.41078724645020004
2020-01-25 00:00:00,Privacy & Security,0.00044431808811
2020-01-25 00:00:00,Trading & Exchanges,0.04765022717642
2020-01-25 23:00:00,Asset Management,0.14056862994363
2020-01-25 23:00:00,"Infrastructure, Services & Financial Products",0.0021377075040199998
2020-01-25 23:00:00,"Lending, Borrowing & Real World Assets",0.08513909153662001
2020-01-26 00:00:00,Asset Management,0.01376188117602
