date,type,totalLiquidityUSD
2021-05-17 23:00:00,Asset Management,0.00369047298382
2021-05-17 23:00:00,"Lending, Borrowing & Real World Assets",0.04225392118901
2021-05-17 23:00:00,Trading & Exchanges,0.52104113725528
2021-05-18 00:00:00,Asset Management,26.23378442980658
2021-05-18 00:00:00,"Infrastructure, Services & Financial Products",21.49467894726138
2021-05-18 00:00:00,"Lending, Borrowing & Real World Assets",93.55969723590594
2021-05-18 00:00:00,Privacy & Security,0.6677878852242499
2021-05-18 00:00:00,Trading & Exchanges,61.875566418702924
2021-05-18 05:00:00,Asset Management,0.05176718446891
2021-05-18 05:00:00,Trading & Exchanges,0.02673478960834
2021-05-18 22:00:00,Asset Management,0.22675263279827002
2021-05-18 22:00:00,"Infrastructure, Services & Financial Products",0.97415761209217
2021-05-18 22:00:00,"Lending, Borrowing & Real World Assets",0.03328849016462
2021-05-18 22:00:00,Trading & Exchanges,0.12247463519193999
2021-05-18 23:00:00,Asset Management,0.00459344839184
2021-05-18 23:00:00,Trading & Exchanges,0.56301328329894
2021-05-19 00:00:00,Asset Management,23.01776738907927
2021-05-19 00:00:00,"Infrastructure, Services & Financial Products",16.19784476421294
2021-05-19 00:00:00,"Lending, Borrowing & Real World Assets",94.95385434943783
2021-05-19 00:00:00,Privacy & Security,0.66431729503944
2021-05-19 00:00:00,Trading & Exchanges,56.87616592208627
2021-05-19 05:00:00,Asset Management,0.05150319328083999
2021-05-19 05:00:00,Trading & Exchanges,0.02650095739991
2021-05-19 22:00:00,Asset Management,0.20980676712134
2021-05-19 22:00:00,"Infrastructure, Services & Financial Products",0.81362400658789
2021-05-19 22:00:00,"Lending, Borrowing & Real World Assets",0.030433649498690003
2021-05-19 22:00:00,Trading & Exchanges,0.11921259593992001
2021-05-19 23:00:00,Asset Management,0.00339318991262
2021-05-19 23:00:00,Trading & Exchanges,0.39775273701011005
2021-05-20 00:00:00,Asset Management,22.09741560144597
2021-05-20 00:00:00,"Infrastructure, Services & Financial Products",17.424728715344934
2021-05-20 00:00:00,"Lending, Borrowing & Real World Assets",76.03070845192805
2021-05-20 00:00:00,Privacy & Security,0.50700477333984
2021-05-20 00:00:00,Trading & Exchanges,49.70869984994143
2021-05-20 05:00:00,Asset Management,0.04953052032072
2021-05-20 05:00:00,Trading & Exchanges,0.02333728329248
2021-05-20 22:00:00,Asset Management,0.22148826138483999
2021-05-20 22:00:00,"Infrastructure, Services & Financial Products",0.7384254611098501
2021-05-20 22:00:00,"Lending, Borrowing & Real World Assets",0.03910857281974
2021-05-20 22:00:00,Trading & Exchanges,0.12186650574020999
2021-05-20 23:00:00,Asset Management,0.00313329644866
2021-05-20 23:00:00,Trading & Exchanges,0.40305066453435
2021-05-21 00:00:00,Asset Management,20.22230022330072
2021-05-21 00:00:00,"Infrastructure, Services & Financial Products",14.95355534126208
2021-05-21 00:00:00,"Lending, Borrowing & Real World Assets",74.66395159110196
2021-05-21 00:00:00,Privacy & Security,0.54806779169339
2021-05-21 00:00:00,Trading & Exchanges,47.862839329431964
2021-05-21 05:00:00,Asset Management,0.047343109602359996
2021-05-21 05:00:00,Trading & Exchanges,0.02339245915671
2021-05-21 22:00:00,Asset Management,0.28977439755551
2021-05-21 22:00:00,"Infrastructure, Services & Financial Products",0.51820370136038
2021-05-21 22:00:00,"Lending, Borrowing & Real World Assets",0.03796253944987
2021-05-21 22:00:00,Trading & Exchanges,0.1217706372151
2021-05-21 23:00:00,Asset Management,0.0031233258584400002
2021-05-21 23:00:00,Trading & Exchanges,0.35350062276173
2021-05-22 00:00:00,Asset Management,21.22185873704186
2021-05-22 00:00:00,"Infrastructure, Services & Financial Products",14.78550030664299
2021-05-22 00:00:00,"Lending, Borrowing & Real World Assets",73.04882670746682
2021-05-22 00:00:00,Privacy & Security,0.51113520353623
2021-05-22 00:00:00,Trading & Exchanges,46.39315653929471
2021-05-22 05:00:00,Asset Management,0.04516179664696
2021-05-22 05:00:00,Trading & Exchanges,0.018848966934640003
2021-05-22 22:00:00,Asset Management,0.28763808117766
2021-05-22 22:00:00,"Infrastructure, Services & Financial Products",0.45301447310306003
2021-05-22 22:00:00,"Lending, Borrowing & Real World Assets",0.03151083868916
2021-05-22 22:00:00,Trading & Exchanges,0.10951941058351002
2021-05-22 23:00:00,Asset Management,0.00256430394747
2021-05-22 23:00:00,Trading & Exchanges,0.33437997772011
2021-05-23 00:00:00,Asset Management,18.36163825300667
2021-05-23 00:00:00,"Infrastructure, Services & Financial Products",13.01085639842739
2021-05-23 00:00:00,"Lending, Borrowing & Real World Assets",67.44869880177876
2021-05-23 00:00:00,Privacy & Security,0.46997247915267004
2021-05-23 00:00:00,Trading & Exchanges,42.471646171098875
2021-05-23 05:00:00,Asset Management,0.04279493891486
2021-05-23 05:00:00,Trading & Exchanges,0.01821528649226
2021-05-23 22:00:00,Asset Management,0.27908351648729
2021-05-23 22:00:00,"Infrastructure, Services & Financial Products",0.40824755505997995
2021-05-23 22:00:00,"Lending, Borrowing & Real World Assets",0.02539711655031
2021-05-23 22:00:00,Trading & Exchanges,0.10154894051747
2021-05-23 23:00:00,Asset Management,0.00241275901756
2021-05-23 23:00:00,Trading & Exchanges,0.28133957382973
2021-05-24 00:00:00,Asset Management,18.2597209491231
2021-05-24 00:00:00,"Infrastructure, Services & Financial Products",16.05482414120576
2021-05-24 00:00:00,"Lending, Borrowing & Real World Assets",57.944290859367904
2021-05-24 00:00:00,Privacy & Security,0.39142570267936
2021-05-24 00:00:00,Trading & Exchanges,42.86849833739571
2021-05-24 05:00:00,Asset Management,0.039916696720349996
2021-05-24 05:00:00,Trading & Exchanges,0.019638052449930003
2021-05-24 22:00:00,Asset Management,0.37808494633475
2021-05-24 22:00:00,"Infrastructure, Services & Financial Products",0.58470498169886
2021-05-24 22:00:00,"Lending, Borrowing & Real World Assets",0.027953746525419997
2021-05-24 22:00:00,Trading & Exchanges,0.10609595722081
2021-05-24 23:00:00,Asset Management,0.0028960371264599998
2021-05-24 23:00:00,"Lending, Borrowing & Real World Assets",0.012023564700249999
2021-05-24 23:00:00,Trading & Exchanges,0.34203676167684
2021-05-25 00:00:00,Asset Management,18.89216381987756
2021-05-25 00:00:00,"Infrastructure, Services & Financial Products",16.85373825905995
2021-05-25 00:00:00,"Lending, Borrowing & Real World Assets",64.19035656218111
2021-05-25 00:00:00,Privacy & Security,0.46815584248474
2021-05-25 00:00:00,Trading & Exchanges,46.398600462493576
2021-05-25 05:00:00,Asset Management,0.0403645240571
2021-05-25 05:00:00,Trading & Exchanges,0.02179970189796
2021-05-25 22:00:00,Asset Management,0.48692724562123
2021-05-25 22:00:00,"Infrastructure, Services & Financial Products",0.6458089875579
2021-05-25 22:00:00,"Lending, Borrowing & Real World Assets",0.030445640826189998
2021-05-25 22:00:00,Trading & Exchanges,0.05964494457644
2021-05-25 23:00:00,Asset Management,0.00303491156536
2021-05-25 23:00:00,"Lending, Borrowing & Real World Assets",0.01357513472055
2021-05-25 23:00:00,Trading & Exchanges,0.36567764308252
2021-05-26 00:00:00,Asset Management,20.61031438209863
2021-05-26 00:00:00,"Infrastructure, Services & Financial Products",19.179267853035288
2021-05-26 00:00:00,"Lending, Borrowing & Real World Assets",64.56893913027882
2021-05-26 00:00:00,Privacy & Security,0.47030710465622
2021-05-26 00:00:00,Trading & Exchanges,48.663244796177004
2021-05-26 05:00:00,Asset Management,0.0402574075046
2021-05-26 05:00:00,Trading & Exchanges,0.02437441446963
2021-05-26 22:00:00,Asset Management,0.59205474445151
2021-05-26 22:00:00,"Infrastructure, Services & Financial Products",0.71319585654492
2021-05-26 22:00:00,"Lending, Borrowing & Real World Assets",0.03177844854813
2021-05-26 22:00:00,Trading & Exchanges,0.05868493741379
2021-05-26 23:00:00,Asset Management,0.00368937096661
2021-05-26 23:00:00,"Lending, Borrowing & Real World Assets",0.01597244374413
2021-05-26 23:00:00,Trading & Exchanges,0.40103747305673004
2021-05-27 00:00:00,Asset Management,23.03943038085529
2021-05-27 00:00:00,"Infrastructure, Services & Financial Products",19.08349706774218
2021-05-27 00:00:00,"Lending, Borrowing & Real World Assets",71.28515827265636
2021-05-27 00:00:00,Privacy & Security,0.54696806716237
2021-05-27 00:00:00,Trading & Exchanges,50.38651098551159
2021-05-27 05:00:00,Asset Management,0.04028111573346
2021-05-27 05:00:00,Trading & Exchanges,0.02260740512935
2021-05-27 22:00:00,Asset Management,0.7218320257313401
2021-05-27 22:00:00,"Infrastructure, Services & Financial Products",0.70951001833341
2021-05-27 22:00:00,"Lending, Borrowing & Real World Assets",0.03011399346051
2021-05-27 22:00:00,Trading & Exchanges,0.058019638880399994
2021-05-27 23:00:00,Asset Management,0.00364806225772
2021-05-27 23:00:00,"Lending, Borrowing & Real World Assets",0.01630281577045
2021-05-27 23:00:00,Trading & Exchanges,0.39294156070128
2021-05-28 00:00:00,Asset Management,22.21630402004171
2021-05-28 00:00:00,"Infrastructure, Services & Financial Products",17.433744086134823
2021-05-28 00:00:00,"Lending, Borrowing & Real World Assets",73.79782815994889
2021-05-28 00:00:00,Privacy & Security,0.53948017688648
2021-05-28 00:00:00,Trading & Exchanges,47.63906713404915
2021-05-28 05:00:00,Asset Management,0.04044171478349
2021-05-28 05:00:00,Trading & Exchanges,0.02362563340778
2021-05-28 22:00:00,Asset Management,0.8146661038622101
2021-05-28 22:00:00,"Infrastructure, Services & Financial Products",0.64144111324493
2021-05-28 22:00:00,"Lending, Borrowing & Real World Assets",0.025417866050030002
2021-05-28 22:00:00,Trading & Exchanges,0.057217885802640006
2021-05-28 23:00:00,Asset Management,0.0031839689945200003
2021-05-28 23:00:00,"Lending, Borrowing & Real World Assets",0.01277402140862
2021-05-28 23:00:00,Trading & Exchanges,0.33926312451724
2021-05-29 00:00:00,Asset Management,21.26933624290014
2021-05-29 00:00:00,"Infrastructure, Services & Financial Products",16.888487616471497
2021-05-29 00:00:00,"Lending, Borrowing & Real World Assets",68.61858672282213
2021-05-29 00:00:00,Privacy & Security,0.47329010077112
2021-05-29 00:00:00,Trading & Exchanges,45.2657538006914
2021-05-29 05:00:00,Asset Management,0.0448024564349
2021-05-29 05:00:00,Trading & Exchanges,0.02196226215501
2021-05-29 22:00:00,Asset Management,0.90720292147364
2021-05-29 22:00:00,"Infrastructure, Services & Financial Products",0.62902642095746
2021-05-29 22:00:00,"Lending, Borrowing & Real World Assets",0.0245214874696
2021-05-29 22:00:00,Trading & Exchanges,0.0070480272614
2021-05-29 23:00:00,Asset Management,0.00303056767211
2021-05-29 23:00:00,"Lending, Borrowing & Real World Assets",0.01193136503435
2021-05-29 23:00:00,Trading & Exchanges,0.32799255549435996
2021-05-30 00:00:00,Asset Management,21.4415822287585
2021-05-30 00:00:00,"Infrastructure, Services & Financial Products",17.91303267605751
2021-05-30 00:00:00,"Lending, Borrowing & Real World Assets",68.64379263283668
2021-05-30 00:00:00,Privacy & Security,0.46332568064064
2021-05-30 00:00:00,Trading & Exchanges,44.62794512906276
2021-05-30 05:00:00,Asset Management,0.04447268726483
2021-05-30 05:00:00,Trading & Exchanges,0.02178770159579
2021-05-30 22:00:00,Asset Management,0.9216701013825199
2021-05-30 22:00:00,"Infrastructure, Services & Financial Products",0.62802092977646
2021-05-30 22:00:00,"Lending, Borrowing & Real World Assets",0.02475902355381
2021-05-30 22:00:00,Trading & Exchanges,0.95436721709575
2021-05-30 23:00:00,Asset Management,0.00300632449862
2021-05-30 23:00:00,"Lending, Borrowing & Real World Assets",0.01118840772939
2021-05-30 23:00:00,Trading & Exchanges,0.34129037395823003
2021-05-31 00:00:00,Asset Management,21.86720943766876
2021-05-31 00:00:00,"Infrastructure, Services & Financial Products",18.90064018598858
2021-05-31 00:00:00,"Lending, Borrowing & Real World Assets",72.34922027310422
2021-05-31 00:00:00,Privacy & Security,0.4727039499974
2021-05-31 00:00:00,Trading & Exchanges,47.09684027625998
2021-05-31 05:00:00,Asset Management,0.04454122114643
2021-05-31 05:00:00,Trading & Exchanges,0.022057471959869998
2021-05-31 22:00:00,Asset Management,0.96611998762763
2021-05-31 22:00:00,"Infrastructure, Services & Financial Products",0.6505798037372901
2021-05-31 22:00:00,"Lending, Borrowing & Real World Assets",0.0261583054278
2021-05-31 22:00:00,Trading & Exchanges,1.0036579672355799
2021-05-31 23:00:00,Asset Management,0.0031758460396500003
2021-05-31 23:00:00,"Lending, Borrowing & Real World Assets",0.01161632752466
2021-05-31 23:00:00,Trading & Exchanges,0.37994336985206
2021-06-01 00:00:00,Asset Management,21.5266939014747
2021-06-01 00:00:00,"Infrastructure, Services & Financial Products",18.70267188141851
2021-06-01 00:00:00,"Lending, Borrowing & Real World Assets",74.98249171844294
2021-06-01 00:00:00,Privacy & Security,0.49648825808369
2021-06-01 00:00:00,Trading & Exchanges,48.82617021209903
2021-06-01 05:00:00,Asset Management,0.044515756027339995
2021-06-01 05:00:00,Trading & Exchanges,0.02173998067532
2021-06-01 22:00:00,Asset Management,1.27424482202551
2021-06-01 22:00:00,"Infrastructure, Services & Financial Products",0.6604342708447599
2021-06-01 22:00:00,"Lending, Borrowing & Real World Assets",0.025697597587189997
2021-06-01 22:00:00,Trading & Exchanges,0.9683963752339501
2021-06-01 23:00:00,Asset Management,0.00325591840358
2021-06-01 23:00:00,"Lending, Borrowing & Real World Assets",0.012853376225679999
2021-06-01 23:00:00,Trading & Exchanges,0.38073212879597995
2021-06-02 00:00:00,Asset Management,21.89439111546518
2021-06-02 00:00:00,"Infrastructure, Services & Financial Products",19.54788860494695
2021-06-02 00:00:00,"Lending, Borrowing & Real World Assets",76.24624162365926
2021-06-02 00:00:00,Privacy & Security,0.52531435532243
2021-06-02 00:00:00,Trading & Exchanges,49.78015829542489
2021-06-02 05:00:00,Asset Management,0.04492918238238
2021-06-02 05:00:00,Trading & Exchanges,0.01684689945575
2021-06-02 22:00:00,Asset Management,0.0
2021-06-02 22:00:00,"Infrastructure, Services & Financial Products",0.6760160967244101
2021-06-02 22:00:00,"Lending, Borrowing & Real World Assets",0.02578236876117
2021-06-02 22:00:00,Trading & Exchanges,0.00752115160601
2021-06-02 23:00:00,Asset Management,0.00331039586445
2021-06-02 23:00:00,"Lending, Borrowing & Real World Assets",0.014171653788729999
2021-06-02 23:00:00,Trading & Exchanges,0.42310389905641
2021-06-03 00:00:00,Asset Management,24.906236305919897
2021-06-03 00:00:00,"Infrastructure, Services & Financial Products",20.025171710079437
2021-06-03 00:00:00,"Lending, Borrowing & Real World Assets",79.25625430952283
2021-06-03 00:00:00,Privacy & Security,0.5509105639841599
2021-06-03 00:00:00,Trading & Exchanges,52.574796620796405
2021-06-03 05:00:00,Asset Management,0.04570199500444
2021-06-03 05:00:00,Trading & Exchanges,0.01665153945675
2021-06-03 22:00:00,"Infrastructure, Services & Financial Products",0.71759143022481
2021-06-03 22:00:00,"Lending, Borrowing & Real World Assets",0.02646132993135
2021-06-03 22:00:00,Trading & Exchanges,0.00797470787015
2021-06-03 23:00:00,Asset Management,0.00348987176192
2021-06-03 23:00:00,"Lending, Borrowing & Real World Assets",0.015473449922800002
2021-06-03 23:00:00,Trading & Exchanges,0.6272747928239301
2021-06-04 00:00:00,Asset Management,24.83624685798887
2021-06-04 00:00:00,"Infrastructure, Services & Financial Products",18.03959546286293
2021-06-04 00:00:00,"Lending, Borrowing & Real World Assets",81.49076706876706
2021-06-04 00:00:00,Privacy & Security,0.57242387214347
2021-06-04 00:00:00,Trading & Exchanges,52.312031151046206
2021-06-04 05:00:00,Asset Management,0.04969266184244
2021-06-04 05:00:00,Trading & Exchanges,0.017421835371429998
2021-06-04 22:00:00,"Infrastructure, Services & Financial Products",0.66318150311895
2021-06-04 22:00:00,Trading & Exchanges,0.007621058089499999
2021-06-04 23:00:00,Asset Management,0.0031692427536999996
2021-06-04 23:00:00,"Lending, Borrowing & Real World Assets",0.01458361588449
2021-06-04 23:00:00,Trading & Exchanges,0.5943456898722399
2021-06-05 00:00:00,Asset Management,23.103935542797007
2021-06-05 00:00:00,"Infrastructure, Services & Financial Products",18.428243186044238
2021-06-05 00:00:00,"Lending, Borrowing & Real World Assets",78.04917012205436
2021-06-05 00:00:00,Privacy & Security,0.52620970489451
2021-06-05 00:00:00,Trading & Exchanges,51.456137570241346
2021-06-05 05:00:00,Asset Management,0.04876788919694001
2021-06-05 05:00:00,Trading & Exchanges,0.01803286907584
2021-06-05 22:00:00,"Infrastructure, Services & Financial Products",0.4997504850943
2021-06-05 22:00:00,Trading & Exchanges,0.00758895961011
2021-06-05 23:00:00,Asset Management,0.00334968254632
2021-06-05 23:00:00,"Lending, Borrowing & Real World Assets",0.01496398480249
2021-06-05 23:00:00,Trading & Exchanges,0.58920360291459
2021-06-06 00:00:00,Asset Management,26.63219338002986
2021-06-06 00:00:00,"Infrastructure, Services & Financial Products",19.16920130639679
2021-06-06 00:00:00,"Lending, Borrowing & Real World Assets",79.02411883060844
2021-06-06 00:00:00,Privacy & Security,0.53914551954294
2021-06-06 00:00:00,Trading & Exchanges,51.62306301205845
2021-06-06 05:00:00,Asset Management,0.04833643707561999
2021-06-06 05:00:00,Trading & Exchanges,0.01704527056201
2021-06-06 22:00:00,"Infrastructure, Services & Financial Products",0.49813504005235
2021-06-06 22:00:00,Trading & Exchanges,0.0023728420855
2021-06-06 23:00:00,Asset Management,0.003472255302
2021-06-06 23:00:00,"Lending, Borrowing & Real World Assets",0.015513566381370001
2021-06-06 23:00:00,Trading & Exchanges,0.5968679656073
2021-06-07 00:00:00,Asset Management,27.34080404329091
2021-06-07 00:00:00,"Infrastructure, Services & Financial Products",18.9771110240331
2021-06-07 00:00:00,"Lending, Borrowing & Real World Assets",79.85839409732506
2021-06-07 00:00:00,Privacy & Security,0.55176690500447
2021-06-07 00:00:00,Trading & Exchanges,51.04153683410257
2021-06-07 05:00:00,Asset Management,0.18654068540612
2021-06-07 05:00:00,Trading & Exchanges,0.01698685676478
2021-06-07 22:00:00,"Infrastructure, Services & Financial Products",0.51797093148236
2021-06-07 22:00:00,Trading & Exchanges,0.49274299029168
2021-06-07 23:00:00,Asset Management,0.0034683494752799997
2021-06-07 23:00:00,"Lending, Borrowing & Real World Assets",0.018882290268289997
2021-06-07 23:00:00,Trading & Exchanges,0.6100056573731301
2021-06-08 00:00:00,Asset Management,27.218421472505717
2021-06-08 00:00:00,"Infrastructure, Services & Financial Products",18.768390003166807
2021-06-08 00:00:00,"Lending, Borrowing & Real World Assets",81.92147934798234
2021-06-08 00:00:00,Privacy & Security,0.60143829897838
2021-06-08 00:00:00,Trading & Exchanges,48.87893192224875
2021-06-08 05:00:00,Asset Management,0.21598177202454
2021-06-08 05:00:00,Trading & Exchanges,0.01407228476003
2021-06-08 22:00:00,"Infrastructure, Services & Financial Products",0.45888022871103
2021-06-08 22:00:00,Trading & Exchanges,0.46492379310709
2021-06-08 23:00:00,Asset Management,0.00308180768033
2021-06-08 23:00:00,"Lending, Borrowing & Real World Assets",0.01785973616785
2021-06-08 23:00:00,Trading & Exchanges,0.56681556550482
2021-06-09 00:00:00,Asset Management,27.16969992679661
2021-06-09 00:00:00,"Infrastructure, Services & Financial Products",19.2251477276386
2021-06-09 00:00:00,"Lending, Borrowing & Real World Assets",74.73755764174466
2021-06-09 00:00:00,Privacy & Security,0.5476342982057399
2021-06-09 00:00:00,Trading & Exchanges,49.77379724894824
2021-06-09 05:00:00,Asset Management,0.18548278133703996
2021-06-09 05:00:00,Trading & Exchanges,0.013551828174559999
2021-06-09 22:00:00,"Infrastructure, Services & Financial Products",0.45694979292369003
2021-06-09 22:00:00,Trading & Exchanges,0.43720658373144994
2021-06-09 23:00:00,Asset Management,0.0030077483642600004
2021-06-09 23:00:00,"Lending, Borrowing & Real World Assets",0.01865821947414
2021-06-09 23:00:00,Trading & Exchanges,0.44145357351770004
2021-06-10 00:00:00,Asset Management,27.53767398947795
2021-06-10 00:00:00,"Infrastructure, Services & Financial Products",19.70803075907738
2021-06-10 00:00:00,"Lending, Borrowing & Real World Assets",76.24975764981646
2021-06-10 00:00:00,Privacy & Security,0.5669528468492
2021-06-10 00:00:00,Trading & Exchanges,50.415826585536486
2021-06-10 05:00:00,Asset Management,0.20416824046165002
2021-06-10 05:00:00,Trading & Exchanges,0.014991786846929998
2021-06-10 22:00:00,"Infrastructure, Services & Financial Products",0.47815675119405
2021-06-10 22:00:00,Trading & Exchanges,0.00264632053186
2021-06-10 23:00:00,Asset Management,0.00307579882252
2021-06-10 23:00:00,"Lending, Borrowing & Real World Assets",0.01887522191808
2021-06-10 23:00:00,Trading & Exchanges,0.43582037282541003
2021-06-11 00:00:00,Asset Management,28.41225779519825
2021-06-11 00:00:00,"Infrastructure, Services & Financial Products",19.089394123425468
2021-06-11 00:00:00,"Lending, Borrowing & Real World Assets",75.42071332186029
2021-06-11 00:00:00,Privacy & Security,0.5709713305811601
2021-06-11 00:00:00,Trading & Exchanges,51.52285107339716
2021-06-11 05:00:00,Asset Management,0.20165640821982
2021-06-11 05:00:00,Trading & Exchanges,0.0140082914722
2021-06-11 22:00:00,"Infrastructure, Services & Financial Products",0.45504377085041997
2021-06-11 22:00:00,Trading & Exchanges,0.00261325310948
2021-06-11 23:00:00,Asset Management,0.0029376451152400003
2021-06-11 23:00:00,"Lending, Borrowing & Real World Assets",0.01855672539416
2021-06-11 23:00:00,Trading & Exchanges,0.41543345331638004
2021-06-12 00:00:00,Asset Management,28.43266809922339
2021-06-12 00:00:00,"Infrastructure, Services & Financial Products",19.129810759838772
2021-06-12 00:00:00,"Lending, Borrowing & Real World Assets",72.76011585612197
2021-06-12 00:00:00,Privacy & Security,0.5560637006258
2021-06-12 00:00:00,Trading & Exchanges,50.25690219942114
2021-06-12 05:00:00,Asset Management,0.19691484107265
2021-06-12 05:00:00,Trading & Exchanges,0.01273459782816
2021-06-12 22:00:00,"Infrastructure, Services & Financial Products",0.42672896010622
2021-06-12 22:00:00,Trading & Exchanges,0.00251674704369
2021-06-12 23:00:00,Asset Management,0.0026019203876100003
2021-06-12 23:00:00,"Lending, Borrowing & Real World Assets",0.01795136875908
2021-06-12 23:00:00,Trading & Exchanges,0.40509109191393
2021-06-13 00:00:00,Asset Management,28.95321818720472
2021-06-13 00:00:00,"Infrastructure, Services & Financial Products",19.94131739355262
2021-06-13 00:00:00,"Lending, Borrowing & Real World Assets",70.78351952808661
2021-06-13 00:00:00,Privacy & Security,0.54460157675608
2021-06-13 00:00:00,Trading & Exchanges,51.36823062925597
2021-06-13 05:00:00,Asset Management,0.19115028227205003
2021-06-13 05:00:00,Trading & Exchanges,0.01302110135194
2021-06-13 23:00:00,Asset Management,0.0026092269408800003
2021-06-13 23:00:00,"Lending, Borrowing & Real World Assets",0.01965605295112
2021-06-13 23:00:00,Trading & Exchanges,0.43033055321643
2021-06-14 00:00:00,Asset Management,30.50491842179917
2021-06-14 00:00:00,"Infrastructure, Services & Financial Products",21.67659767482524
2021-06-14 00:00:00,"Lending, Borrowing & Real World Assets",73.4833748041687
2021-06-14 00:00:00,Privacy & Security,0.54223829125238
2021-06-14 00:00:00,Trading & Exchanges,53.023408179368374
2021-06-14 05:00:00,Asset Management,0.19153634756394
2021-06-14 05:00:00,Trading & Exchanges,0.013928907856659999
2021-06-14 23:00:00,Asset Management,0.0028010889233599998
2021-06-14 23:00:00,"Lending, Borrowing & Real World Assets",0.025573152126380002
2021-06-14 23:00:00,Trading & Exchanges,0.46869665575595
2021-06-15 00:00:00,Asset Management,32.159704608614
2021-06-15 00:00:00,"Infrastructure, Services & Financial Products",23.189084651662608
2021-06-15 00:00:00,"Lending, Borrowing & Real World Assets",76.18039726145608
2021-06-15 00:00:00,Privacy & Security,0.5800072387222001
2021-06-15 00:00:00,Trading & Exchanges,52.16107461804948
2021-06-15 05:00:00,Asset Management,0.22179861357268
2021-06-15 05:00:00,Trading & Exchanges,0.015155788517180002
2021-06-15 23:00:00,Asset Management,0.0028046600631
2021-06-15 23:00:00,"Lending, Borrowing & Real World Assets",0.03543182270984
2021-06-15 23:00:00,Trading & Exchanges,0.48476793692786
2021-06-16 00:00:00,Asset Management,31.833029403938752
2021-06-16 00:00:00,"Infrastructure, Services & Financial Products",22.99965540913358
2021-06-16 00:00:00,"Lending, Borrowing & Real World Assets",75.88451442661143
2021-06-16 00:00:00,Privacy & Security,0.5947644850959299
2021-06-16 00:00:00,Trading & Exchanges,51.20403127916997
2021-06-16 05:00:00,Asset Management,0.22998588201291
2021-06-16 05:00:00,Trading & Exchanges,0.0137685264231
2021-06-16 23:00:00,Asset Management,0.00369844524634
2021-06-16 23:00:00,"Lending, Borrowing & Real World Assets",0.058896207389190006
2021-06-16 23:00:00,Trading & Exchanges,0.4658858964077
2021-06-17 00:00:00,Asset Management,30.84127305007491
2021-06-17 00:00:00,"Infrastructure, Services & Financial Products",23.23773192009485
2021-06-17 00:00:00,"Lending, Borrowing & Real World Assets",74.05007014966573
2021-06-17 00:00:00,Privacy & Security,0.5717076330078801
2021-06-17 00:00:00,Trading & Exchanges,50.25440273178909
2021-06-17 05:00:00,Asset Management,0.21966318088051
2021-06-17 05:00:00,Trading & Exchanges,0.014761888960379999
2021-06-17 23:00:00,Asset Management,0.01213144863513
2021-06-17 23:00:00,"Lending, Borrowing & Real World Assets",0.08515491886262
2021-06-17 23:00:00,Trading & Exchanges,0.46463652676464
2021-06-18 00:00:00,Asset Management,29.82673496891412
2021-06-18 00:00:00,"Infrastructure, Services & Financial Products",16.00130418499531
2021-06-18 00:00:00,"Lending, Borrowing & Real World Assets",70.70909497549371
2021-06-18 00:00:00,Privacy & Security,0.56766838747629
2021-06-18 00:00:00,Trading & Exchanges,48.838628734473396
2021-06-18 05:00:00,Asset Management,0.22874369851986998
2021-06-18 05:00:00,Trading & Exchanges,0.014773040089030002
2021-06-18 23:00:00,Asset Management,0.01662184063454
2021-06-18 23:00:00,"Lending, Borrowing & Real World Assets",0.08592001822487999
2021-06-18 23:00:00,Trading & Exchanges,0.43903785809879
2021-06-19 00:00:00,Asset Management,30.981161662295317
2021-06-19 00:00:00,"Infrastructure, Services & Financial Products",21.89888167506609
2021-06-19 00:00:00,"Lending, Borrowing & Real World Assets",68.9031143989495
2021-06-19 00:00:00,Privacy & Security,0.5446163829844101
2021-06-19 00:00:00,Trading & Exchanges,47.89329239666952
2021-06-19 05:00:00,Asset Management,0.21227248684812
2021-06-19 05:00:00,Trading & Exchanges,0.0136911611016
2021-06-19 23:00:00,Asset Management,0.01857834648869
2021-06-19 23:00:00,"Lending, Borrowing & Real World Assets",0.0864580952037
2021-06-19 23:00:00,Trading & Exchanges,0.43056425141701
2021-06-20 00:00:00,Asset Management,31.07127139744276
2021-06-20 00:00:00,"Infrastructure, Services & Financial Products",22.0916003756322
2021-06-20 00:00:00,"Lending, Borrowing & Real World Assets",67.43982544292179
2021-06-20 00:00:00,Privacy & Security,0.5314847034082201
2021-06-20 00:00:00,Trading & Exchanges,48.86922387935615
2021-06-20 05:00:00,Asset Management,0.21253171035850002
2021-06-20 05:00:00,Trading & Exchanges,0.014121610967010001
2021-06-20 23:00:00,Asset Management,0.018927525576899997
2021-06-20 23:00:00,"Lending, Borrowing & Real World Assets",0.08670614061594001
2021-06-20 23:00:00,Trading & Exchanges,0.43321438676971
2021-06-21 00:00:00,Asset Management,28.36897211360857
2021-06-21 00:00:00,"Infrastructure, Services & Financial Products",18.74135236097266
2021-06-21 00:00:00,"Lending, Borrowing & Real World Assets",65.07475121731763
2021-06-21 00:00:00,Privacy & Security,0.5047669565173
2021-06-21 00:00:00,Trading & Exchanges,46.00062883360007
2021-06-21 05:00:00,Asset Management,0.21050219586031002
2021-06-21 05:00:00,Trading & Exchanges,0.01351668811871
2021-06-21 23:00:00,Asset Management,0.018934262076269998
