user_address,timeStamp,stake_change,cumulative_stake,Year
0x17a9eaaf2c8300f281163818b589b5ae708ac8f3,2023-02-19,3.0231914004317313e+20,5.441409320907659e+20,2023
0x17abc3ee3999b4993c301a251b83a929925655bc,2022-05-07,1.1954689982649944e+19,1.1954689982649944e+19,2022
0x17b0e24967db723caff181f93740eeeea08e4500,2023-01-04,3.2933849e+18,3.2933849e+18,2023
0x17b32ca3a94760d8a10ed7b6164bcb25405d322e,2022-03-16,5.413166145597753e+19,5.413166145597753e+19,2022
0x17b9f89af8f665a736c486190443b5acb3793d6d,2023-03-21,3.0172512190670934e+19,3.0172512190670934e+19,2023
0x17bb1a4bbe5808ce15cc42889bf3e0b8c78fb742,2022-04-15,3.2e+18,3.2e+18,2022
0x17bdc10fbcd9f91c814eddce1822693892c18ba3,2022-08-17,8.892199909161488e+18,8.892199909161488e+18,2022
0x17c10b41f3706ecd8ced74b9b498b50e74a103b9,2022-06-18,2.950071530214516e+18,2.950071530214516e+18,2022
0x17c4942503cd58afc19472686fb6d0ad08bb91cc,2020-10-16,1.1699175641622789e+20,1.1699175641622789e+20,2020
0x17c4942503cd58afc19472686fb6d0ad08bb91cc,2020-10-30,7.699175641622787e+19,1.9398351283245574e+20,2020
0x17c4942503cd58afc19472686fb6d0ad08bb91cc,2022-06-07,2.639545549712776e+19,2.2037896832958353e+20,2022
0x17cb8e52c2ac32aad94b72758ebf8e84f0d94f8c,2021-01-14,9.486488184946925e+20,9.486488184946925e+20,2021
0x17cf62f3855d06d29c224af0196255b4ffe97af4,2021-11-30,7.815160360788539e+16,7.815160360788539e+16,2021
0x17d44a8fd2b87fb73a76898dd1f41db57e265527,2021-04-10,1.02e+18,1.02e+18,2021
0x17d4febc12b039b7341a4df6a956a52d6a2b7a39,2022-05-19,5.063156534080181e+20,5.063156534080181e+20,2022
0x17db899f7cfe26a17cf8782572c6fb26bd336e76,2021-03-16,1.1514474e+20,1.1514474e+20,2021
0x17e33637f6b64e9082ea499481b6e6ebae7eea23,2020-11-25,1.988764506957829e+20,1.988764506957829e+20,2020
0x17e827fc7420ccd47077c90e9f03780ea2cc794a,2021-11-17,1.5011629595986618e+20,1.5011629595986618e+20,2021
0x17f41c0df99cba57ac7122d118c49a95afe63799,2022-07-05,1.2e+18,1.2e+18,2022
0x17f65edc5dfef13d979227bba330f6c2fa18614b,2023-01-31,2.933655308507916e+18,2.933655308507916e+18,2023
0x17fb4db24b8f1817bc33d6e167b105fd77599c28,2022-07-04,5.941991045360372e+19,5.941991045360372e+19,2022
0x17ff46a45d10d8b2ef5b14c73f859d116e10db4f,2022-04-30,4.520094305364723e+20,4.520094305364723e+20,2022
0x18004e86e35479e556ac431153d1f1604bbe9457,2021-05-14,5.869290811260004e+18,5.869290811260004e+18,2021
0x1805c7f19dd7bc32924ef3c37b2e0af2690c8749,2022-01-15,3.0958510103657027e+18,3.0958510103657027e+18,2022
0x180654c04617d618e103945a65d5ba570f19ada2,2023-05-19,6.99581643e+18,6.99581643e+18,2023
0x18080d6ca8631d2f62773f62936bce75cd2a7571,2022-05-14,1.342063978e+19,1.342063978e+19,2022
0x18080d6ca8631d2f62773f62936bce75cd2a7571,2022-07-26,1.3632187076699623e+19,2.7052826856699625e+19,2022
0x1809e6b67977ddd82ae3fe644af1e8582c57cbd1,2022-04-10,1.3974265632697592e+18,1.3974265632697592e+18,2022
0x18116191d57c46e31667cb1ed8b010190e58bfce,2022-10-24,2.5e+22,2.5e+22,2022
0x1813007a27affdd39a0585707cadb97fe864fb90,2022-01-20,1e+19,1e+19,2022
0x1813007a27affdd39a0585707cadb97fe864fb90,2022-10-30,3.4852672229320487e+19,4.485267222932049e+19,2022
0x18181f285d95135f400b5710650a66c6de9af3ce,2023-10-10,5.938074410899888e+18,5.938074410899888e+18,2023
0x18196a32f99bd5feeafd6bd6b55a63a0eeef23a6,2022-12-01,4.2708809946835384e+18,4.2708809946835384e+18,2022
0x1819bc55d09e4a5abfc83d75e5991cc2c91b81ba,2023-06-30,2.165491782659313e+18,2.165491782659313e+18,2023
0x181ca3baf264b228bd39434f8e080033bd1e1201,2020-10-04,2.2129606826819146e+22,2.2129606826819146e+22,2020
0x181e9f19cbb0bd517e1154d502722b167ba52b51,2021-07-16,2.192e+18,2.192e+18,2021
0x181fb2ce9405a8d19e94c990c3272605399e7d00,2021-09-23,2.026095817903476e+18,2.026095817903476e+18,2021
0x181fb2ce9405a8d19e94c990c3272605399e7d00,2022-04-08,4.1252363541721856e+18,6.151332172075661e+18,2022
0x182075e14607bdc02e59f621ed3202697c99c064,2023-12-10,3.3032995139832305e+18,3.3032995139832305e+18,2023
0x1824393f8a5fa5fe5c4dc5a7a561f5200680b68a,2021-11-19,7.608002975795364e+19,7.608002975795364e+19,2021
0x1824393f8a5fa5fe5c4dc5a7a561f5200680b68a,2022-05-29,3.343594975266861e+19,1.0951597951062226e+20,2022
0x182a414a433b0129ea639c2d24d21d4cf6a6c0ae,2022-01-23,1.3500699360525971e+19,1.3500699360525971e+19,2022
0x182f95b830917a3a269faa9439e21f292dc49a13,2021-06-17,2.373752964268148e+17,2.373752964268148e+17,2021
0x1831570e2145ce1048eb566edb9612ec867aa736,2021-02-07,4.0659e+19,4.0659e+19,2021
0x1831dccb6bb8f36eb2c1265c3de6432bfd45c117,2021-04-22,5.4e+18,5.4e+18,2021
0x183736049d9f50d2cb25c2d0e8e6b472f9d301ea,2022-11-14,1.0145853949458764e+19,1.0145853949458764e+19,2022
0x183aacc92bbbcc6229a45a31e3d6d5932284e546,2022-03-13,3.87129577e+18,3.87129577e+18,2022
0x1845b445b63d55868a456e2b3881b9e73cc2f25e,2021-03-03,3.86637e+20,3.86637e+20,2021
0x1846837591fcdeff4ec8e01ef8bb76645672b153,2021-05-25,2.196465334335218e+19,2.196465334335218e+19,2021
0x1846837591fcdeff4ec8e01ef8bb76645672b153,2021-06-09,6.736947698280277e+20,6.956594231713799e+20,2021
0x1846837591fcdeff4ec8e01ef8bb76645672b153,2022-01-08,1.6242844859386737e+19,7.119022680307665e+20,2022
0x184be3738694ff0b6a44fc4f2beff424af51f447,2021-04-06,4.994404e+19,4.994404e+19,2021
0x184eaffa0e30f47e051a98e5bad0a4211e382b1a,2022-07-07,1.188850467063441e+21,1.188850467063441e+21,2022
0x184fc8b39ae6db807d1a0679987d07a3558969b3,2021-06-02,5.5427000812897696e+17,5.5427000812897696e+17,2021
0x185148ba7424c26dd5de5305484acb028098d0b8,2021-10-12,1.012537574930906e+19,1.012537574930906e+19,2021
0x1852bc309ce0689dd87705d1ea2d8679fe9f81f2,2021-05-12,1.60036155049e+19,1.60036155049e+19,2021
0x18598daafe1a64f9ab97c91e85b483bdd3a9c980,2021-04-06,1.0576620275623151e+20,1.0576620275623151e+20,2021
0x185a3e31cdbbcb0e1ef0806b57e6a4e0d00fa132,2023-02-27,3.08779414795364e+18,3.08779414795364e+18,2023
0x185ab1f85dbd952f150cd44bfe08b7efbcc86ade,2023-01-19,1.5314475453171198e+19,1.5314475453171198e+19,2023
0x1861319b719a8ac3c939152066ebeed03aef4a02,2020-11-26,8.073511673791678e+18,8.073511673791678e+18,2020
0x18625142e5e576c524329b2568884099e4d9cac1,2021-07-21,9.88748282836883e+18,9.88748282836883e+18,2021
0x18625142e5e576c524329b2568884099e4d9cac1,2021-11-09,1.2010176802579612e+19,2.1897659630948442e+19,2021
0x18625142e5e576c524329b2568884099e4d9cac1,2021-12-20,1.164e+19,3.3537659630948442e+19,2021
0x1867168adf4640d3c0e49074a8ff94ba80a029b6,2020-11-17,5.167139591146229e+20,5.167139591146229e+20,2020
0x1868b9e04c3e8addb50d4672a34027192053d5a7,2020-11-21,5.48459079628888e+19,5.48459079628888e+19,2020
0x186dd39ba6468b36678373d2ae6009d6a113f839,2021-12-23,2.9672467934661444e+19,2.9672467934661444e+19,2021
0x186dd39ba6468b36678373d2ae6009d6a113f839,2022-08-09,1.0299207235250856e+18,3.070238865818653e+19,2022
0x186e20ae3530520c9f3e6c46f2f5d1062b784761,2021-09-25,8.41624820884903e+18,8.41624820884903e+18,2021
0x186f605149808b2854310637d4add8f0cc0007a5,2021-09-30,1.2500098021524078e+18,1.2500098021524078e+18,2021
0x1878c21c88ed46a0b68babd0bf262bac8ff5af82,2022-03-25,9.26e+18,9.26e+18,2022
0x18829e507e072af3697ed1a33a6d8d53a86f11a9,2021-04-29,4.95078788465041e+20,4.95078788465041e+20,2021
0x1882a560d64475a7f237ced18643a4a3d48094cc,2022-10-06,1.6646601453242468e+18,1.6646601453242468e+18,2022
0x18842d30863c114e4c6986db4e42fd910d68e034,2021-06-13,1.517351116970098e+19,1.517351116970098e+19,2021
0x188513dba0b48e5382738e36d2899cda08b93e43,2021-03-12,1.1951e+19,1.1951e+19,2021
0x18866b57be4cb23e2faaebc28d0e2c7572e2d2b9,2023-03-25,1.5607062140330388e+18,1.5607062140330388e+18,2023
0x1888bf0b8e57c8de218b81ef1957c69c3120ab2b,2023-03-08,1.285539538714927e+18,1.285539538714927e+18,2023
0x188c30e9a6527f5f0c3f7fe59b72ac7253c62f28,2020-10-30,8e+19,8e+19,2020
0x188c30e9a6527f5f0c3f7fe59b72ac7253c62f28,2021-12-24,8.779921614712306e+18,8.87799216147123e+19,2021
0x1890a4080b6361c70c5cfcca70fac35d14ea9974,2021-01-10,1.4211348035812403e+21,1.4211348035812403e+21,2021
0x18928748b9496632023954e2a94721a94d868a00,2021-03-06,1.2e+19,1.2e+19,2021
0x18928748b9496632023954e2a94721a94d868a00,2021-03-07,1.2e+19,2.4e+19,2021
0x18928748b9496632023954e2a94721a94d868a00,2021-03-27,5.535848088647282e+19,7.935848088647282e+19,2021
0x1892c3aaf9ca58c0b7d25e2e4f5c2a68ad92456b,2022-06-13,2.2456503388695204e+18,2.2456503388695204e+18,2022
0x1894f838abf85132e29009cc05bd29798c400389,2022-04-04,8.17949588899741e+18,8.17949588899741e+18,2022
0x1897d135da848a0022dc6ae364faa7f53f8527e9,2021-06-15,9.426380693892537e+19,9.426380693892537e+19,2021
0x1898cbc7717747d8d17408c58f41827c4118e546,2020-11-07,4.1751845200153375e+18,4.1751845200153375e+18,2020
0x18a1b0d8333d6a616abbe4442be763901e6d4fae,2022-03-28,9.860975064147379e+17,9.860975064147379e+17,2022
0x18a63d174b6ab5149b94a8dc3c0e7476e03f5d55,2023-08-23,2.5e+19,2.5e+19,2023
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-05-18,4.0443474585830515e+19,4.0443474585830515e+19,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-05-20,4.746723966021496e+19,8.791071424604547e+19,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-05-25,1.5647251079854598e+20,2.4438322504459144e+20,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-05-29,1.0745358710024964e+20,3.5183681214484106e+20,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-06-01,1.0102425049532006e+20,4.528610626401611e+20,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-06-06,1.736800502104281e+20,6.265411128505892e+20,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-06-09,1.0730901141171103e+20,7.338501242623002e+20,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-06-12,1.2183059246719155e+20,8.556807167294918e+20,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-06-15,1.1902774764332532e+20,9.747084643728171e+20,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-06-19,1.6485024224178805e+20,1.1395587066146052e+21,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-06-23,1.7771060385420716e+20,1.3172693104688124e+21,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-06-27,1.7635688915664267e+20,1.493626199625455e+21,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-06-30,1.3058156301954703e+20,1.624207762645002e+21,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-07-04,1.7979813571242105e+20,1.8040058983574232e+21,2021
0x18a7726db7acec07e00f0542ec22aeba610beb9f,2021-07-06,1.365853083887327e+20,1.940591206746156e+21,2021
0x18a7d4f29b22519202a6126c9f373a33b9359205,2020-10-15,2e+20,2e+20,2020
0x18aa82524a864a78372424d47c961843a1c6028b,2022-07-07,5.01164022e+18,5.01164022e+18,2022
0x18ab69c7491955af01e1c4cbefa7744651d75284,2023-08-30,7.82e+18,7.82e+18,2023
0x18b3347c5f8b80b597c664abf101354c44ae0769,2022-02-11,4.5914572959240166e+18,4.5914572959240166e+18,2022
0x18b4500ebfe39ae1e13a03915c2ab0d62a1430a2,2021-10-16,2e+22,2e+22,2021
0x18b4500ebfe39ae1e13a03915c2ab0d62a1430a2,2021-11-23,6.3507987769e+22,8.3507987769e+22,2021
0x18be579062478474af9b245e401008d4be2ac4ad,2021-12-28,6.295539e+18,6.295539e+18,2021
0x18c449e8be17bd57e4d20dbc936ca1cd2554e56d,2021-01-28,1e+19,1e+19,2021
0x18c7ffa8e22053f6fa15f2400b9ab7a524566073,2020-11-27,1.076332786694448e+18,1.076332786694448e+18,2020
0x18cd50b4f6c42f738707e5ea87ae453ec3d6d33a,2020-11-30,5.645817871471e+20,5.645817871471e+20,2020
0x18d378d4a367a5c6f366465d5e236e41abeb89ff,2020-12-18,5e+18,5e+18,2020
0x18d3c86cfa6a3ce5b839ba45f39940f440e76615,2021-05-25,6.190657693602541e+18,6.190657693602541e+18,2021
0x18d4c65557892bbb82e65d2d534e162839868a8e,2021-11-01,1.2957062036950012e+19,1.2957062036950012e+19,2021
0x18d68677c86c8a0de2d7ba7cabbd5bb39e03fed0,2021-01-14,1.8811214144135504e+19,1.8811214144135504e+19,2021
0x18d6ad70a534df2bd91ef131a06555d73dbef656,2022-12-23,3.035591818499763e+18,3.035591818499763e+18,2022
0x18d71cd513b1d8aa3b9d322f55a0d2f93036b22b,2021-06-03,4.209650901655168e+19,4.209650901655168e+19,2021
0x18da34aa008b6711e6b1bf3aea16c432f1cb2e71,2023-09-21,3.711923978926661e+19,3.711923978926661e+19,2023
0x18de61d0c8a19bb07222c86397b108ee2a0994c5,2021-06-09,4.055316725052935e+18,4.055316725052935e+18,2021
0x18e0f8930d743d1f45904f420cf8a23f73e4f4b7,2021-02-26,4.885e+18,4.885e+18,2021
0x18ea2574869f339841ab0df95fbb1a0f9be5d1bb,2022-04-26,3.944774008800124e+18,3.944774008800124e+18,2022
0x18eb78458d444cb0da440cf522af63106c687d43,2020-11-15,1.0340394121e+19,1.0340394121e+19,2020
0x18ecf2272382f55218e753cbbb154a82ae57d3eb,2022-04-01,6.6288424605823736e+16,6.6288424605823736e+16,2022
0x18ed3fc32a78c61040ca3c1e8642864ef0c91472,2022-08-02,3.2880102106557037e+17,3.2880102106557037e+17,2022
0x18ed928719a8951729fbd4dbf617b7968d940c7b,2021-05-28,2.5723000010702906e+21,2.5723000010702906e+21,2021
0x18f2db9973ce13136e4df0cc93278e4006422e25,2020-12-02,7.0873662568218485e+19,7.0873662568218485e+19,2020
0x18f37350b7a64dea310d397d926c1751f67c9da2,2022-06-30,9.88946338e+18,9.88946338e+18,2022
0x18f768455e7f5fb09fc491fd86bcc282bcdd5973,2020-12-25,1.47353914233926e+20,1.47353914233926e+20,2020
0x18f87037ff5e16c69199f1a8b54cc3a9d05f7889,2022-07-21,1.0387473218e+20,1.0387473218e+20,2022
0x18f87037ff5e16c69199f1a8b54cc3a9d05f7889,2022-11-21,1.0709987025449828e+20,2.1097460243449827e+20,2022
0x18f93fa526e598769fd909f1d2c82315219d49ed,2021-06-16,4.072298275097876e+18,4.072298275097876e+18,2021
0x18f96913bed7e63d8f47b67658a6e8a8169f7423,2021-05-22,7.411749811222157e+18,7.411749811222157e+18,2021
0x18fc6e5341d57c757659b888db134c2eb366e97b,2020-12-02,3.731216016824223e+18,3.731216016824223e+18,2020
0x18fdeac90e6754ab26620df32728138682b90851,2021-12-07,1.4088795189489836e+18,1.4088795189489836e+18,2021
0x190417184a9a19386c29022399d6b291fac6c92d,2021-01-27,3.385816910168572e+21,3.385816910168572e+21,2021
0x190473b3071946df65306989972706a4c006a561,2023-01-25,7.10270200177504e+18,7.10270200177504e+18,2023
0x1904d2d4574a5432c0893fd9efea955298087585,2021-06-23,1.874701411800936e+19,1.874701411800936e+19,2021
0x1904d2d4574a5432c0893fd9efea955298087585,2021-07-03,4.105776643046562e+19,5.980478054847498e+19,2021
0x1905c1e4278d34920fbd4a479b8f5d51ea065b3d,2021-01-26,2.5e+19,2.5e+19,2021
0x1905c1e4278d34920fbd4a479b8f5d51ea065b3d,2021-09-17,5e+19,7.5e+19,2021
0x1905c1e4278d34920fbd4a479b8f5d51ea065b3d,2021-10-05,7.500605918398051e+19,1.500060591839805e+20,2021
0x1908bb246da7d358e4f79cea8b3d2ce5e81e6d64,2022-01-23,1.6089743518465413e+19,1.6089743518465413e+19,2022
0x1908bb246da7d358e4f79cea8b3d2ce5e81e6d64,2022-03-25,6.690121639755448e+18,2.277986515822086e+19,2022
0x1908bb246da7d358e4f79cea8b3d2ce5e81e6d64,2023-01-28,4.780546578387305e+18,2.7560411736608166e+19,2023
0x19098899616f29bc21764caba15ee980b4c1301d,2023-02-13,2.85e+19,2.85e+19,2023
0x190aab185dbf089b1c5cf06a4f13421c14fc18fa,2022-08-14,1.475325747424333e+17,1.475325747424333e+17,2022
0x191bdeac70848ea0a557a86bcfb0f233a62f5140,2023-12-17,5.399354762248223e+18,5.399354762248223e+18,2023
0x191d60bfe770f85bdf18858263d63f0571fe5217,2023-03-25,5.1e+16,5.1e+16,2023
0x19221de454ca78e846f0aee7273f20c02b9065c4,2021-02-28,8.736625682184855e+17,8.736625682184855e+17,2021
0x19241812c6434bb55d7828b81268070dbbf9f70b,2023-08-04,1.049e+19,1.049e+19,2023
0x1924e4f43eaf09621ead7aa4e759c6721cfa2e87,2023-03-06,1.109836507e+19,1.109836507e+19,2023
0x19264fb71be0703710a83be562f72ac76ca38116,2021-09-19,1.3641155315262573e+19,1.3641155315262573e+19,2021
0x192b13555419c85d92e19ecec1da62f9e8bfd8c4,2022-03-27,2.059020523469684e+18,2.059020523469684e+18,2022
0x192d54780dd556a3dd05bb844a65a9646bc2305e,2021-11-08,1.219326047092646e+19,1.219326047092646e+19,2021
0x192d6a91419e63bc6f8bd0a43bf4464cff5967b7,2023-01-26,2.4e+18,2.4e+18,2023
0x19319b30be769289e818f8db238a95fe07a14bc3,2021-03-13,4e+19,4e+19,2021
0x19319b30be769289e818f8db238a95fe07a14bc3,2021-09-21,6.437957617743924e+17,4.0643795761774395e+19,2021
0x19322903bab215cd392a626573773cf7b5d8341a,2021-04-22,7.818225e+19,7.818225e+19,2021
0x19338b581638f2af2253feefd855ed925ad3c7e6,2021-09-07,2.062143877e+19,2.062143877e+19,2021
0x1936c9c3ff5835fa74e0c48906ddd9fda589ba81,2023-03-12,8.031848638656842e+16,8.031848638656842e+16,2023
0x1936debea1e53d4787d8fcf1d145e83ce51a5246,2021-06-17,1e+20,1e+20,2021
0x193991827e291599a262e7fa7d212ff1ae31d110,2020-12-07,7.8502259e+20,7.8502259e+20,2020
0x193991827e291599a262e7fa7d212ff1ae31d110,2021-02-28,3.027728366e+21,3.8127509560000003e+21,2021
0x193991827e291599a262e7fa7d212ff1ae31d110,2021-03-14,2.99999999984223e+21,6.812750955842231e+21,2021
0x193991827e291599a262e7fa7d212ff1ae31d110,2021-05-29,1.285628472077148e+21,8.098379427919378e+21,2021
0x193f0ee42a199a0cecd479a9f09ba293eb1ca357,2022-03-25,1.5246906830188636e+20,1.5246906830188636e+20,2022
0x1945578febab92a095b510d1ab483e26b59c696e,2022-07-08,1.487430480285862e+18,1.487430480285862e+18,2022
0x194edeb84d8dc55eb104d6f0a960ed1e39319cd9,2021-03-24,4.99881e+19,4.99881e+19,2021
0x194f4143658afaf61a60c583f80f15e7313c422a,2021-05-26,2.7015948915552927e+18,2.7015948915552927e+18,2021
0x19506c315d3aaded1173821b4eedc126c7b8c32d,2023-04-17,6.5e+17,6.5e+17,2023
0x1951012e5a40dd019865de2f271ea69a74d745b7,2021-11-30,1.0098360856617778e+18,1.0098360856617778e+18,2021
0x195335297b32f2252ff1bb6bc29dc9c1d0f917e6,2022-11-07,5.16e+18,5.16e+18,2022
0x1954ffd7661e21cf71376901f8b98183977c4add,2021-10-28,1.5679775097303542e+19,1.5679775097303542e+19,2021
0x19590b555715b854fe90913b85372e6663ffef0a,2021-10-12,9.100063338635569e+18,9.100063338635569e+18,2021
0x195bc4098e0149b2490edb7fc2ea6ef55e000e8d,2022-07-30,1.1995567571693908e+19,1.1995567571693908e+19,2022
0x195d6e50de1b2f45ff9b1eb7e0e943b4d8bfebd2,2023-07-17,5.5e+20,5.5e+20,2023
0x195e6dd1c14e067ec8e6ef00269f17a0261b1529,2021-12-01,1.6073766627583816e+19,1.6073766627583816e+19,2021
0x1962c1324ff029909be32bfd9d7602eb3e2e5c78,2021-12-06,4.58201383e+18,4.58201383e+18,2021
0x1967bb7a8a7c8f8d2d34dfce777c9d5f3b4f51cb,2021-09-05,1.9503923239350305e+19,1.9503923239350305e+19,2021
0x19682550128f846e2c9ee1672b6bc88720d33bbf,2022-02-10,4.613277618476562e+18,4.613277618476562e+18,2022
0x196a3dc8446920cef0f0d1f6bf7ba5b40702c79f,2020-11-04,8.017318644119045e+20,8.017318644119045e+20,2020
0x196a3dc8446920cef0f0d1f6bf7ba5b40702c79f,2021-12-08,2.0328160542403355e+19,8.220600249543079e+20,2021
0x196a3dc8446920cef0f0d1f6bf7ba5b40702c79f,2022-04-16,5.359842663974264e+18,8.274198676182822e+20,2022
0x196a3dc8446920cef0f0d1f6bf7ba5b40702c79f,2022-12-03,1.4479964348637852e+18,8.288678640531459e+20,2022
0x19761bb7066bef6065cda12ca6197cbc0cbf1534,2023-02-22,4.3285883029632195e+18,4.3285883029632195e+18,2023
0x197d1f0ac458b6da597cfa641e32125690aac1de,2023-01-10,3.380288458558335e+18,3.380288458558335e+18,2023
0x197d3b7675ba58b8d3e826b8be0a39c1e397e50c,2023-04-13,5e+18,5e+18,2023
0x19815bbe01cd7de11db29ae43b3ae8ebb687eff5,2022-08-02,3.616449420167776e+19,3.616449420167776e+19,2022
0x19870de096523b6eaed10da9fbeb82285451c7bd,2021-02-20,9.933e+18,9.933e+18,2021
0x198778be647fffb40dae855666b4098dd5ab7e57,2021-08-27,7.300465502002042e+18,7.300465502002042e+18,2021
0x1988db8f17d23f955459995b1cf4eb966fac4ce4,2020-11-16,-6.5e+17,-6.5e+17,2020
0x1988db8f17d23f955459995b1cf4eb966fac4ce4,2020-11-26,6.5e+17,0.0,2020
0x198ad6c547d20d70f2f656a4f48e6c7cfb7b4325,2021-01-22,4.751363657441428e+21,4.751363657441428e+21,2021
0x198b1a38e2db1d0324e9a548fe3ef3ca436b1518,2022-03-14,1.500177e+20,1.500177e+20,2022
0x198ca1beacf70b82c4e6de21e8cb7b6da6d8477a,2022-05-18,5.669221195034533e+18,5.669221195034533e+18,2022
0x1990441e6567b0b31ea26848ada66ac259a0473c,2021-03-06,3e+18,3e+18,2021
0x19a0c0685a4e7b64234ea3378bd0c1614846e350,2022-09-30,1.28e+18,1.28e+18,2022
0x19a1989b0b0d3f019e09d4ba3d0900cd29d35dfb,2022-04-12,1.3391503979840573e+19,1.3391503979840573e+19,2022
0x19abbd2546627c15cb8b2ff1d4ccfdd64650cf19,2021-09-23,5.26428e+18,5.26428e+18,2021
0x19ac2c2f5c300286a069ed5f1247a9544338a2cd,2021-01-27,2.5e+21,2.5e+21,2021
0x19ac2c2f5c300286a069ed5f1247a9544338a2cd,2021-02-14,2.3632360885084173e+21,4.863236088508417e+21,2021
0x19ac2c2f5c300286a069ed5f1247a9544338a2cd,2021-02-27,5e+20,5.363236088508417e+21,2021
0x19ac2c2f5c300286a069ed5f1247a9544338a2cd,2022-04-20,7.525574283141954e+19,5.438491831339837e+21,2022
0x19acd0e64fd612f87e65d74c6c9aec8c39ac3887,2021-10-28,3e+21,3e+21,2021
0x19acd0e64fd612f87e65d74c6c9aec8c39ac3887,2021-11-10,3.007730948688597e+21,6.007730948688597e+21,2021
0x19acd0e64fd612f87e65d74c6c9aec8c39ac3887,2021-12-04,3.0152113253036227e+21,9.02294227399222e+21,2021
0x19b35216819bfb6cb5238edb62a230e999067967,2020-11-07,2.18357948106e+20,2.18357948106e+20,2020
0x19beaa3a5535a4c64838c7ef1f14a99a8daeb580,2021-09-22,6.281390724645631e+19,6.281390724645631e+19,2021
0x19c085052782633a236754db2a8f4a4527207956,2023-03-10,8.706522277410056e+19,8.706522277410056e+19,2023
0x19c3d35e9dcb0048d28e94f94b82760a4bfb8b74,2022-10-17,1.97036406e+18,1.97036406e+18,2022
0x19c4c435ba50ebc361d89354a0e6fcb6fdea3058,2021-02-14,1.1988e+20,1.1988e+20,2021
0x19c8d4f2f4b3d729ca3ac700bf4b2fa5b1064f0a,2021-07-11,6.73850645165414e+20,6.73850645165414e+20,2021
0x19c8d4f2f4b3d729ca3ac700bf4b2fa5b1064f0a,2021-09-29,1.5277364261237132e+20,8.266242877777854e+20,2021
0x19c8d4f2f4b3d729ca3ac700bf4b2fa5b1064f0a,2021-11-17,1.3594128313841174e+20,9.625655709161971e+20,2021
0x19cae257707d25b449e1765008f6b20587836975,2023-11-23,3.000674950266903e+20,3.000674950266903e+20,2023
0x19cdfddf21c05e08c95fff8ce0ada965e9de78c6,2021-06-30,4.975618001708624e+17,4.975618001708624e+17,2021
0x19cf04eecb5c7258fd5295813a893b19e65cba6d,2021-10-11,1e+20,1e+20,2021
0x19cf388796c31fa7a583270d82659ecd2b4fd490,2021-01-05,3.98206497746536e+19,3.98206497746536e+19,2021
0x19d164fec143ac78097283413d3ac582bc71e79a,2022-09-09,1.9184159949561805e+18,1.9184159949561805e+18,2022
0x19d48b2b0af6812ef682030ee6faa53ac273875a,2021-10-01,2.4436901249698886e+20,2.4436901249698886e+20,2021
0x19d59334fb5d775181cdf03034e232948e67bfc6,2021-06-30,2.7080293114327363e+18,2.7080293114327363e+18,2021
0x19d94e8d3e71263f0425cf235c918fbecabdb030,2022-05-01,8.47216796845747e+18,8.47216796845747e+18,2022
0x19dee72bad736fc5290c3a7b508e8cd3c721d4cf,2021-06-21,1.5469e+20,1.5469e+20,2021
0x19df5814c62589eb3b5abe48c6940609255340a3,2022-06-22,1.1475938719611815e+22,1.1475938719611815e+22,2022
0x19e205de68a48bd872fc0caac877de27c1b37d3a,2021-02-07,1.769181079918318e+20,1.769181079918318e+20,2021
0x19e29537c761f1d18b29e04f0773ad94b028e52b,2023-08-04,7.0967e+19,7.0967e+19,2023
0x19e4ca27d3a1cfb75058317b29a2860dbef59706,2021-01-24,1.9683736625682184e+21,1.9683736625682184e+21,2021
0x19ea2e6f21bdfc894abf09fa179d59f6c0e0797b,2023-07-03,2.2942727189153104e+20,2.2942727189153104e+20,2023
0x19ea2e6f21bdfc894abf09fa179d59f6c0e0797b,2023-07-29,1.027654976259152e+18,2.304549268677902e+20,2023
0x19ea9301b7a47bd0a329723398d75013e7e9ced7,2022-11-29,3.891117454304967e+17,3.891117454304967e+17,2022
0x19eb49678d1fa850761f620a7213f0d5daf330cc,2021-03-01,2.043861954630205e+19,2.043861954630205e+19,2021
0x19efe17c8d2abb5c5ecc78b0f1c630006a2e001a,2023-07-04,2.4718547e+19,2.4718547e+19,2023
0x19f45ea63b9d9b864ae2eee603e7b106df875754,2021-10-03,1.1759833202588344e+20,1.1759833202588344e+20,2021
0x19f45ea63b9d9b864ae2eee603e7b106df875754,2021-10-18,6.880473483902487e+19,1.864030668649083e+20,2021
